,name,coordinates,freguesia,concelho,cidade
319,image1285,"('38.76845664589378', '-9.128885725751973')",Olivais,Lisboa,Lisboa
320,image1286,"('38.77014810761234', '-9.180120281024447')",Carnide,Lisboa,Lisboa
321,image1287,"('38.77737644344447', '-9.1469253614099')",Lumiar,Lisboa,Lisboa
322,image1288,"('38.74330394812122', '-9.12390610131979')",None,Lisboa,Lisboa
323,image1289,"('38.73060476534082', '-9.149874768749044')",São Sebastião da Pedreira,Lisboa,Lisboa
324,image129,"('38.756505', '-9.1220901')",Marvila,Lisboa,Lisboa
325,image1290,"('38.76187309854681', '-9.19098744687278')",Carnide,Lisboa,Lisboa
326,image1291,"('38.74889060026875', '-9.192706772695354')",Benfica,Lisboa,Lisboa
327,image1292,"('38.7430892', '-9.1120275')",Marvila,Lisboa,Lisboa
328,image1293,"('38.78904152842404', '-9.148661954874566')",None,Lisboa,"Camarate, Unhos e Apelação"
329,image1294,"('38.73567445062861', '-9.151626204520255')",São Sebastião da Pedreira,Lisboa,Lisboa
330,image1295,"('38.75233428064812', '-9.1360949583678')",São João de Brito,Lisboa,Lisboa
331,image1296,"('38.74893484904557', '-9.178234472978811')",São Domingos de Benfica,Lisboa,Lisboa
332,image1297,"('38.7619235', '-9.1659906')",Lumiar,Lisboa,Lisboa
333,image1298,"('38.7248744', '-9.1688162')",Campolide,Lisboa,Lisboa
334,image1299,"('38.75222769235062', '-9.149928289303352')",Alvalade,Lisboa,Lisboa
335,image13,"('38.75308818552689', '-9.17238365636483')",São Domingos de Benfica,Lisboa,Lisboa
336,image130,"('38.75992483184437', '-9.18279367392914')",Carnide,Lisboa,Lisboa
337,image1300,"('38.74544466099599', '-9.136482512937881')",None,Lisboa,Lisboa
338,image1301,"('38.7806133502834', '-9.150801652471486')",Charneca,Lisboa,Lisboa
339,image1302,"('38.73867052669814', '-9.164351515928722')",Campolide,Lisboa,Lisboa
340,image1303,"('38.73360024235258', '-9.167997691744091')",Campolide,Lisboa,Lisboa
341,image1304,"('38.7355961', '-9.1366312')",Arroios,Lisboa,Lisboa
342,image1305,"('38.72894851875961', '-9.159292681576053')",Campolide,Lisboa,Lisboa
343,image1306,"('38.76600867122635', '-9.19227103487446')",Carnide,Lisboa,Lisboa
344,image1307,"('38.76840647610885', '-9.195163205347757')",Carnide,Lisboa,Lisboa
345,image1308,"('38.7512086', '-9.133517')",São João de Brito,Lisboa,Lisboa
346,image1309,"('38.78299508443375', '-9.143879686518716')",Charneca,Lisboa,Lisboa
347,image131,"('38.7511810945461', '-9.193705077606447')",Benfica,Lisboa,Lisboa
348,image1310,"('38.7325326', '-9.1549685')",São Sebastião da Pedreira,Lisboa,Lisboa
349,image1311,"('38.73260371381649', '-9.17613182216405')",Campolide,Lisboa,Lisboa
350,image1312,"('38.72574062611429', '-9.156722851288762')",São Sebastião da Pedreira,Lisboa,Lisboa
351,image1313,"('38.7519808468095', '-9.13071465244111')",São João de Brito,Lisboa,Lisboa
352,image1314,"('38.73835918337228', '-9.157283233670231')",Campolide,Lisboa,Lisboa
353,image1315,"('38.76598191013577', '-9.18734216039355')",Carnide,Lisboa,Lisboa
354,image1316,"('38.78966796354487', '-9.165422056951684')",Olival Basto,Lisboa,Póvoa de Santo Adrião e Olival Basto
355,image1317,"('38.7364805', '-9.1282373')",Penha de França,Lisboa,Lisboa
356,image1318,"('38.7438460737784', '-9.12953940961309')",None,Lisboa,Lisboa
357,image1319,"('38.74708312479924', '-9.170602417846995')",São Domingos de Benfica,Lisboa,Lisboa
358,image132,"('38.7372735553173', '-9.169588870563075')",Campolide,Lisboa,Lisboa
359,image1320,"('38.74203401827749', '-9.130254192394037')",None,Lisboa,Lisboa
360,image1321,"('38.76845270651746', '-9.164554176853692')",Lumiar,Lisboa,Lisboa
361,image1322,"('38.76915604554802', '-9.179202000360263')",Carnide,Lisboa,Lisboa
362,image1323,"('38.77284910807356', '-9.128451286624411')",Olivais,Lisboa,Lisboa
363,image1324,"('38.77284910807356', '-9.128451286624411')",Olivais,Lisboa,Lisboa
364,image1325,"('38.75066772224605', '-9.119335743457015')",Marvila,Lisboa,Lisboa
365,image1326,"('38.78254652875549', '-9.145697659614449')",Charneca,Lisboa,Lisboa
366,image1327,"('38.76843599328735', '-9.158536290387907')",Lumiar,Lisboa,Lisboa
367,image1328,"('38.7679365', '-9.1522309')",Lumiar,Lisboa,Lisboa
368,image1329,"('38.78116254629391', '-9.123946061567064')",Olivais,Lisboa,Lisboa
369,image133,"('38.74225011912323', '-9.171818382093228')",São Domingos de Benfica,Lisboa,Lisboa
370,image1330,"('38.7512556', '-9.192533')",Benfica,Lisboa,Lisboa
371,image1331,"('38.7272921027153', '-9.154697577242995')",São Sebastião da Pedreira,Lisboa,Lisboa
372,image1332,"('38.75765247558251', '-9.126454111426089')",None,Lisboa,Lisboa
373,image1333,"('38.76717778034769', '-9.190317942751063')",Carnide,Lisboa,Lisboa
374,image1334,"('38.73728389332993', '-9.115193539565666')",Beato,Lisboa,Lisboa
375,image1335,"('38.72901133458962', '-9.173089526409134')",Campolide,Lisboa,Lisboa
376,image1336,"('38.72410038892162', '-9.139944809280156')",Arroios,Lisboa,Lisboa
377,image1337,"('38.77177217241052', '-9.145281007477712')",Charneca,Lisboa,Lisboa
378,image1338,"('38.7450065', '-9.1742488')",São Domingos de Benfica,Lisboa,Lisboa
379,image1339,"('38.73766637702159', '-9.142818096114521')",São Sebastião da Pedreira,Lisboa,Lisboa
380,image134,"('38.76555350471981', '-9.1238226698798')",Olivais,Lisboa,Lisboa
381,image1340,"('38.74654862165762', '-9.112680583790809')",Marvila,Lisboa,Lisboa
382,image1341,"('38.7878108', '-9.1590952')",Charneca,Lisboa,Lisboa
383,image1342,"('38.76212168890299', '-9.193816430568985')",Carnide,Lisboa,Lisboa
384,image1343,"('38.77771741115799', '-9.141738776637645')",Charneca,Lisboa,Lisboa
385,image1344,"('38.7758090366886', '-9.148095129682606')",Lumiar,Lisboa,Lisboa
386,image1345,"('38.7329092563553', '-9.165852')",Campolide,Lisboa,Lisboa
387,image1346,"('38.76889942938897', '-9.163001411271022')",Lumiar,Lisboa,Lisboa
388,image1347,"('38.76951728143037', '-9.149034324187234')",Lumiar,Lisboa,Lisboa
389,image1348,"('38.76360173102218', '-9.153582411916803')",Lumiar,Lisboa,Lisboa
390,image1349,"('38.7297896', '-9.1762657')",Campolide,Lisboa,Lisboa
391,image135,"('38.7666806976532', '-9.167335344200948')",Lumiar,Lisboa,Lisboa
392,image1350,"('38.75188190483087', '-9.196732716688135')",Benfica,Lisboa,Lisboa
393,image1351,"('38.76589912416365', '-9.11059251454882')",None,Lisboa,Lisboa
394,image1352,"('38.73228818729272', '-9.161931530591408')",Campolide,Lisboa,Lisboa
395,image1353,"('38.7544365', '-9.1607241')",None,Lisboa,Lisboa
396,image1354,"('38.75493983344274', '-9.131182668716482')",São João de Brito,Lisboa,Lisboa
397,image1355,"('38.7386554', '-9.1577243')",São Sebastião da Pedreira,Lisboa,Lisboa
398,image1356,"('38.7739898', '-9.1648352')",Lumiar,Lisboa,Lisboa
399,image1357,"('38.75237548402953', '-9.130677473866314')",São João de Brito,Lisboa,Lisboa
400,image1358,"('38.7515667', '-9.1092417')",Marvila,Lisboa,Lisboa
401,image1359,"('38.74968169345485', '-9.176801615958723')",São Domingos de Benfica,Lisboa,Lisboa
402,image136,"('38.7777061', '-9.1600626')",Lumiar,Lisboa,Lisboa
403,image1360,"('38.73787868305239', '-9.133720348620784')",None,Lisboa,Lisboa
404,image1361,"('38.78862107158251', '-9.170045975192437')",Olival Basto,Lisboa,Póvoa de Santo Adrião e Olival Basto
405,image1362,"('38.76158984856524', '-9.14726340705171')",São João de Brito,Lisboa,Lisboa
406,image1363,"('38.7398068', '-9.1664655')",São Domingos de Benfica,Lisboa,Lisboa
407,image1364,"('38.75502721558409', '-9.176007293075232')",São Domingos de Benfica,Lisboa,Lisboa
408,image1365,"('38.73037674111209', '-9.151676252709873')",São Sebastião da Pedreira,Lisboa,Lisboa
409,image1366,"('38.74523275509632', '-9.16229976735777')",São Domingos de Benfica,Lisboa,Lisboa
410,image1367,"('38.72945168401213', '-9.175853125046538')",Campolide,Lisboa,Lisboa
411,image1368,"('38.7814516', '-9.1722109')",Lumiar,Lisboa,Lisboa
412,image1369,"('38.77408922227055', '-9.126329953874524')",Olivais,Lisboa,Lisboa
413,image137,"('38.7338771', '-9.1295928')",Penha de França,Lisboa,Lisboa
414,image1370,"('38.75435752780054', '-9.140769907668599')",São João de Brito,Lisboa,Lisboa
415,image1371,"('38.74993663967209', '-9.110762547217524')",Marvila,Lisboa,Lisboa
416,image1372,"('38.76407698314599', '-9.184908840939222')",Carnide,Lisboa,Lisboa
417,image1373,"('38.7798135', '-9.1814883')",None,Lisboa,None
418,image1374,"('38.76736442132423', '-9.171507617976346')",Lumiar,Lisboa,Lisboa
419,image1375,"('38.74936116943825', '-9.154488172149405')",None,Lisboa,Lisboa
420,image1376,"('38.74911032270283', '-9.127355316748833')",None,Lisboa,Lisboa
421,image1377,"('38.7477134', '-9.1869122')",São Domingos de Benfica,Lisboa,Lisboa
422,image1378,"('38.75714449559211', '-9.16846624294343')",None,Lisboa,Lisboa
423,image1379,"('38.72993418245387', '-9.181374588646955')",None,Lisboa,Lisboa
424,image138,"('38.78006384940252', '-9.139781479113756')",Charneca,Lisboa,Lisboa
425,image1380,"('38.7537387', '-9.1970759')",Benfica,Lisboa,Lisboa
426,image1381,"('38.7602879', '-9.1209171')",Marvila,Lisboa,Lisboa
427,image1382,"('38.75370396415192', '-9.109155800555179')",Marvila,Lisboa,Lisboa
428,image1383,"('38.72166307570559', '-9.161880668894478')",Santa Isabel,Lisboa,Lisboa
429,image1384,"('38.74249082594976', '-9.13982235926875')",None,Lisboa,Lisboa
430,image1385,"('38.74696027190879', '-9.19784472509853')",Benfica,Lisboa,Lisboa
431,image1386,"('38.7825806', '-9.1518806')",Charneca,Lisboa,Lisboa
432,image1387,"('38.7497616699555', '-9.174520645109213')",São Domingos de Benfica,Lisboa,Lisboa
433,image1388,"('38.7572161', '-9.1565955')",São João de Brito,Lisboa,Lisboa
434,image1389,"('38.7504894', '-9.113231')",Marvila,Lisboa,Lisboa
435,image139,"('38.76688671076772', '-9.123296876010674')",Olivais,Lisboa,Lisboa
436,image1390,"('38.77849204462132', '-9.173410028643179')",Lumiar,Lisboa,Lisboa
437,image1391,"('38.72804923796126', '-9.180161928220823')",None,Lisboa,Lisboa
438,image1392,"('38.74712376439804', '-9.14201866331864')",Alvalade,Lisboa,Lisboa
439,image1393,"('38.753012', '-9.1104623')",Marvila,Lisboa,Lisboa
440,image1394,"('38.77323501488256', '-9.145532090879135')",Charneca,Lisboa,Lisboa
441,image1395,"('38.78620541400836', '-9.130932590223606')",None,Lisboa,Sacavém e Prior Velho
442,image1396,"('38.76844348150446', '-9.196220961804572')",None,Lisboa,Lisboa
443,image1397,"('38.74881764363131', '-9.140826947898955')",Alvalade,Lisboa,Lisboa
444,image1398,"('38.77884999426415', '-9.126888014650534')",Olivais,Lisboa,Lisboa
445,image1399,"('38.7333119', '-9.1870689')",None,Lisboa,Lisboa
446,image14,"('38.77106918221124', '-9.114824668570076')",Olivais,Lisboa,Lisboa
447,image140,"('38.76070648369854', '-9.195448007744579')",Carnide,Lisboa,Lisboa
448,image1400,"('38.76422009247852', '-9.11852800849113')",Olivais,Lisboa,Lisboa
449,image1401,"('38.72052271130756', '-9.157063342448062')",Santa Isabel,Lisboa,Lisboa
450,image1402,"('38.78178861540468', '-9.160668989212128')",Charneca,Lisboa,Lisboa
451,image1403,"('38.78238489598458', '-9.141902524058306')",Charneca,Lisboa,Lisboa
452,image1404,"('38.73522564602196', '-9.123488346021958')",Beato,Lisboa,Lisboa
453,image1405,"('38.75603340721742', '-9.135450996211668')",São João de Brito,Lisboa,Lisboa
454,image1406,"('38.76551424552298', '-9.167359822485707')",Lumiar,Lisboa,Lisboa
455,image1407,"('38.74392599405278', '-9.114763305499324')",Marvila,Lisboa,Lisboa
456,image1408,"('38.76853620192471', '-9.113299384931238')",Olivais,Lisboa,Lisboa
457,image1409,"('38.75992261806893', '-9.191886260563635')",Carnide,Lisboa,Lisboa
458,image141,"('38.75196598151162', '-9.189086735955744')",Benfica,Lisboa,Lisboa
459,image1410,"('38.72977077147658', '-9.126254669471518')",Penha de França,Lisboa,Lisboa
460,image1411,"('38.73881926628442', '-9.128631389961676')",None,Lisboa,Lisboa
461,image1412,"('38.76633337900856', '-9.170108690480577')",Lumiar,Lisboa,Lisboa
462,image1413,"('38.72052271130756', '-9.157063342448062')",Santa Isabel,Lisboa,Lisboa
463,image1414,"('38.7843577', '-9.131466')",Olivais,Lisboa,Lisboa
464,image1415,"('38.7626809846716', '-9.110594748309728')",Olivais,Lisboa,Lisboa
465,image1416,"('38.7734271', '-9.1259008')",Olivais,Lisboa,Lisboa
466,image1417,"('38.7796237', '-9.1668453')",Lumiar,Lisboa,Lisboa
467,image1418,"('38.76530939150078', '-9.115585760316154')",Olivais,Lisboa,Lisboa
468,image1419,"('38.75494035641529', '-9.159592889043868')",None,Lisboa,Lisboa
469,image142,"('38.78359959549943', '-9.16408214535698')",None,Lisboa,Lisboa
470,image1420,"('38.7810468438298', '-9.139097698896684')",None,Lisboa,Lisboa
471,image1421,"('38.7471457936463', '-9.134497938695413')",Alvalade,Lisboa,Lisboa
472,image1422,"('38.75391850981479', '-9.153976862828133')",São João de Brito,Lisboa,Lisboa
473,image1423,"('38.78259179919451', '-9.155472455099536')",Charneca,Lisboa,Lisboa
474,image1424,"('38.78299862323823', '-9.174687619916924')",None,Lisboa,None
475,image1425,"('38.78053924972185', '-9.139423002540882')",Charneca,Lisboa,Lisboa
476,image1426,"('38.77177217241052', '-9.145281007477712')",Charneca,Lisboa,Lisboa
477,image1427,"('38.7332114', '-9.1721992')",Campolide,Lisboa,Lisboa
478,image1428,"('38.78136927741831', '-9.183892589104246')",None,Lisboa,None
479,image1429,"('38.73681641728426', '-9.117942876291343')",Beato,Lisboa,Lisboa
480,image143,"('38.72448361327228', '-9.160420120562454')",Campolide,Lisboa,Lisboa
481,image1430,"('38.7486852', '-9.1987663')",Benfica,Lisboa,Lisboa
482,image1431,"('38.76936770075637', '-9.182163420972804')",Carnide,Lisboa,Lisboa
483,image1432,"('38.7592531704122', '-9.175342632386142')",Lumiar,Lisboa,Lisboa
484,image1433,"('38.7560963', '-9.1777535')",São Domingos de Benfica,Lisboa,Lisboa
485,image1434,"('38.73915334424546', '-9.147489970482425')",São Sebastião da Pedreira,Lisboa,Lisboa
486,image1435,"('38.72584436057836', '-9.136238589273567')",Arroios,Lisboa,Lisboa
487,image1436,"('38.7544266', '-9.1130929')",Marvila,Lisboa,Lisboa
488,image1437,"('38.7502124', '-9.1206192')",Marvila,Lisboa,Lisboa
489,image1438,"('38.76533202822367', '-9.168160385499357')",Lumiar,Lisboa,Lisboa
490,image1439,"('38.75027685798798', '-9.181351782411582')",São Domingos de Benfica,Lisboa,Lisboa
491,image144,"('38.7351235', '-9.1185189')",Beato,Lisboa,Lisboa
492,image1440,"('38.7858360311086', '-9.13937694961332')",Charneca,Lisboa,Lisboa
493,image1441,"('38.76183520167416', '-9.193497916365803')",Carnide,Lisboa,Lisboa
494,image1442,"('38.7335261', '-9.145423')",São Sebastião da Pedreira,Lisboa,Lisboa
495,image1443,"('38.7292797', '-9.1658991')",Campolide,Lisboa,Lisboa
496,image1444,"('38.77899289242695', '-9.126747660917983')",Olivais,Lisboa,Lisboa
497,image1445,"('38.78402651896285', '-9.138680238620008')",Charneca,Lisboa,Lisboa
498,image1446,"('38.7427695348556', '-9.147135994896594')",São Sebastião da Pedreira,Lisboa,Lisboa
499,image1447,"('38.7426087', '-9.1636722')",São Domingos de Benfica,Lisboa,Lisboa
500,image1448,"('38.76662374462957', '-9.184895596857691')",Carnide,Lisboa,Lisboa
501,image1449,"('38.75754655875877', '-9.10906965890961')",Marvila,Lisboa,Lisboa
502,image145,"('38.7465731', '-9.1805461')",São Domingos de Benfica,Lisboa,Lisboa
503,image1450,"('38.7284131', '-9.1645318')",Campolide,Lisboa,Lisboa
504,image1451,"('38.74872058553556', '-9.186755368799094')",São Domingos de Benfica,Lisboa,Lisboa
505,image1452,"('38.74202935898555', '-9.131527721271272')",None,Lisboa,Lisboa
506,image1453,"('38.78008736663593', '-9.18371521402467')",None,Lisboa,None
507,image1454,"('38.78630718553197', '-9.145492953887778')",Charneca,Lisboa,Lisboa
508,image1455,"('38.73189311493077', '-9.180939703741164')",None,Lisboa,Lisboa
509,image1456,"('38.76328927504689', '-9.168949223649925')",Lumiar,Lisboa,Lisboa
510,image1457,"('38.7572161', '-9.1565955')",São João de Brito,Lisboa,Lisboa
511,image1458,"('38.7366707', '-9.1888588')",Benfica,Lisboa,Lisboa
512,image1459,"('38.75146328207637', '-9.183809786612443')",São Domingos de Benfica,Lisboa,Lisboa
513,image146,"('38.7698746', '-9.1462634')",None,Lisboa,Lisboa
514,image1460,"('38.73743675351893', '-9.128070519611915')",None,Lisboa,Lisboa
515,image1461,"('38.7678542854067', '-9.129365259468768')",Olivais,Lisboa,Lisboa
516,image1462,"('38.7262058', '-9.1507802')",São Sebastião da Pedreira,Lisboa,Lisboa
517,image1463,"('38.76343697800149', '-9.146873853487978')",Charneca,Lisboa,Lisboa
518,image1464,"('38.72882848571135', '-9.170761662175153')",Campolide,Lisboa,Lisboa
519,image1465,"('38.773122', '-9.1723667')",Lumiar,Lisboa,Lisboa
520,image1466,"('38.73520613087374', '-9.141342876337449')",Arroios,Lisboa,Lisboa
521,image1467,"('38.7493734025475', '-9.173703943109135')",São Domingos de Benfica,Lisboa,Lisboa
522,image1468,"('38.77207458440678', '-9.187750059468328')",Carnide,Lisboa,Lisboa
523,image1469,"('38.7644225', '-9.1900216')",Carnide,Lisboa,Lisboa
524,image147,"('38.7569964', '-9.1881872')",Carnide,Lisboa,Lisboa
525,image1470,"('38.7436623858333', '-9.124560428676574')",None,Lisboa,Lisboa
526,image1471,"('38.73350181205601', '-9.13354699624887')",Arroios,Lisboa,Lisboa
527,image1472,"('38.73189311493077', '-9.180939703741164')",None,Lisboa,Lisboa
528,image1473,"('38.7475251', '-9.1296083')",None,Lisboa,Lisboa
529,image1474,"('38.7301425', '-9.1576093')",Campolide,Lisboa,Lisboa
530,image1475,"('38.75397705389274', '-9.153801424162616')",São João de Brito,Lisboa,Lisboa
531,image1476,"('38.74707571771422', '-9.127315596121683')",None,Lisboa,Lisboa
532,image1477,"('38.78081533196201', '-9.153760581384615')",Charneca,Lisboa,Lisboa
533,image1478,"('38.74039886787894', '-9.128545533366292')",None,Lisboa,Lisboa
534,image1479,"('38.7338833635889', '-9.15362391434671')",São Sebastião da Pedreira,Lisboa,Lisboa
535,image148,"('38.74954667533319', '-9.149878112193665')",Alvalade,Lisboa,Lisboa
536,image1480,"('38.73792310107893', '-9.121311107113094')",Beato,Lisboa,Lisboa
537,image1481,"('38.72635704174297', '-9.153781573379273')",São Sebastião da Pedreira,Lisboa,Lisboa
538,image1482,"('38.76544636151431', '-9.174513835732084')",Lumiar,Lisboa,Lisboa
539,image1483,"('38.77177217241052', '-9.145281007477712')",Charneca,Lisboa,Lisboa
540,image1484,"('38.767273', '-9.1695099')",Lumiar,Lisboa,Lisboa
541,image1485,"('38.73881462057517', '-9.146343992777375')",São Sebastião da Pedreira,Lisboa,Lisboa
542,image1486,"('38.74969357491806', '-9.12922960264847')",None,Lisboa,Lisboa
543,image1487,"('38.7397365', '-9.1249201')",None,Lisboa,Lisboa
544,image1488,"('38.76757450028448', '-9.19714106386961')",None,Lisboa,Lisboa
545,image1489,"('38.7482429', '-9.1925712')",Benfica,Lisboa,Lisboa
546,image149,"('38.7710629', '-9.1212144')",Olivais,Lisboa,Lisboa
547,image1490,"('38.75114856473089', '-9.113949098077178')",Marvila,Lisboa,Lisboa
548,image1491,"('38.73329677325187', '-9.189384430909456')",None,Lisboa,Lisboa
549,image1492,"('38.7817342', '-9.1691149')",Lumiar,Lisboa,Lisboa
550,image1493,"('38.78428079632366', '-9.131068323116413')",None,Lisboa,Lisboa
551,image1494,"('38.7554521', '-9.1559472')",None,Lisboa,Lisboa
552,image1495,"('38.7614349', '-9.1217742')",Olivais,Lisboa,Lisboa
553,image1496,"('38.7461847', '-9.1218967')",Marvila,Lisboa,Lisboa
554,image1497,"('38.74697670931444', '-9.186651381599217')",São Domingos de Benfica,Lisboa,Lisboa
