ACCIDENTNU,ACCIDENTDA,ACCIDENT_L,IMPACT_LOC,COLLISION_,ENVIRONMEN,LIGHT,geo,N_SIGNS,TRAFFIC_VOLUME,ADVANCE CROSSING MARKING,BIKE BOX,BIKE/EDGE LINE,CENTRE LINE,CROSSWALK LINE,GREEN SHARED-USE,LANE DIVIDER,RR TRACK STOP LINE,SCHOOL CROSSWALK LINE,SHARROW,SPEED HUMP,STOP LINE,TRAIL CROSSING,TURNING ARROW,TWO WAY LEFT TURN,YIELD LINE,TOTAL_MARKINGS,avg_lanes,avg_pav_with,avg_row_width,avg_off_class,avg_speed_limit,avg_shape_length
05-012482,2005-02-03,01-Non intersection,09-Right shoulder,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.4861263116251 43.4655740804347),0,0,2,0,1,53,13,0,0,2,0,0,0,49,1,0,0,0,121,57,258.0,521.0,174,1450,4309.406961450069
05-012428,2005-02-03,01-Non intersection,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.5230267640604 43.4465650354056),3,8566.0,0,0,2,25,3,0,5,0,0,0,0,32,0,16,0,0,83,90,321.0,602.0,138,1230,4590.127115937619
06-014208,2005-02-03,01-Non intersection,11-Not on roadway - right side,INTERSECTION,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.5565288698342 43.4219166063845),3,36024.0,1,1,15,52,20,6,32,2,0,0,1,69,0,50,0,0,249,116,435.0,1009.0,206,1950,10933.451545738275
05-012734,2005-02-04,98-Other,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.46199590907869 43.4623851143213),7,26720.0,0,0,26,75,29,0,50,0,0,0,0,88,0,61,0,0,329,181,744.0,1501.0,340,2900,9964.546895466474
05-081603,2005-02-06,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.48081303639169 43.4460842194137),15,247638.0,2,0,1,53,19,0,25,0,1,25,0,78,0,39,0,0,243,195,760.0,2427.0,322,2900,10207.951997124974
05-013955,2005-02-07,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.49041742014219 43.4585934154411),2,0,3,0,34,52,25,0,19,2,0,2,0,56,1,12,0,0,206,93,405.0,1229.0,163,1800,5609.6097438123015
05-014053,2005-02-07,02-Intersection related,01-Within intersection,INTERSECTION,02-Rain,01-Daylight,MULTIPOINT (-80.52783043893869 43.4271347977667),0,0,0,1,26,30,18,6,14,0,0,0,0,45,0,37,14,0,191,103,463.0,927.0,144,1890,4347.042147878221
05-013882,2005-02-07,04-At/near private drive,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.51320323493781 43.453234671414),0,0,1,1,14,42,8,3,13,2,0,0,1,47,0,23,0,0,155,54,228.0,520.0,122,1250,5969.814827234721
05-016718,2005-02-07,03-At intersection,02-Thru lane,INTERSECTION,02-Rain,01-Daylight,MULTIPOINT (-80.5195231460434 43.4298084842085),0,0,0,1,26,28,16,4,14,0,0,0,0,44,0,37,14,0,184,97,427.0,867.0,126,1740,3921.6156113789953
05-014009,2005-02-07,02-Intersection related,02-Thru lane,INTERSECTION,02-Rain,01-Daylight,MULTIPOINT (-80.49476114989289 43.4443601401471),4,8890.0,0,0,0,8,11,0,5,0,0,21,0,22,0,4,0,0,71,39,150.0,273.0,90,800,1537.24785251461
05-014760,2005-02-08,03-At intersection,02-Thru lane,INTERSECTION,03-Snow,01-Daylight,MULTIPOINT (-80.5093874368352 43.4479965811689),0,0,0,0,0,4,3,0,1,0,0,0,0,5,0,2,0,0,15,8,33.0,60.0,22,200,1370.1266950998663
05-014871,2005-02-09,03-At intersection,02-Thru lane,INTERSECTION,03-Snow,01-Daylight,MULTIPOINT (-80.4819038597921 43.456309144631),0,0,0,0,0,31,6,0,2,0,1,1,0,29,0,4,0,0,74,40,141.0,282.0,120,1000,1956.3860522301768
05-014897,2005-02-09,01-Non intersection,02-Thru lane,MIDBLOCK,03-Snow,07-Dark,MULTIPOINT (-80.5193655627632 43.4332286672413),0,0,0,0,0,23,1,0,0,0,0,0,0,20,0,0,0,0,44,30,143.0,306.0,90,750,2023.2693133265755
05-014739,2005-02-09,03-At intersection,01-Within intersection,INTERSECTION,03-Snow,01-Daylight,MULTIPOINT (-80.42250649810001 43.3884387368103),5,0,0,0,24,62,4,0,11,0,1,0,0,52,0,21,0,0,175,88,397.0,950.0,205,1910,6765.907042180718
05-015060,2005-02-10,01-Non intersection,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.45035656322629 43.4477458840332),5,6208.0,0,0,3,44,24,0,15,0,0,0,0,42,0,14,0,0,142,156,604.0,1092.0,242,2100,6501.974185348571
05-015809,2005-02-11,01-Non intersection,02-Thru lane,INTERSECTION,03-Snow,"08-Dark, artificial",MULTIPOINT (-80.4621286722039 43.456365027281),0,0,0,0,0,35,2,0,4,0,0,0,0,35,0,7,0,0,83,42,208.0,516.0,114,950,2765.531113788265
05-015887,2005-02-11,10-Parking lot,12-Off highway,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.444865242161 43.4227967398989),0,0,2,0,6,44,8,0,27,0,0,0,0,50,0,38,0,0,175,79,340.0,558.0,181,1480,6351.846691140401
05-016030,2005-02-12,01-Non intersection,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.50630252295041 43.4275401339976),2,10938.0,0,0,2,16,8,0,4,0,0,0,0,22,0,8,0,0,60,69,230.0,465.0,108,900,4379.505058299223
05-016716,2005-02-12,01-Non intersection,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4404108018386 43.4543875442034),0,0,0,0,1,21,3,0,1,0,0,0,0,16,0,1,0,0,43,28,127.0,280.0,62,560,1509.056248068753
05-016078,2005-02-12,01-Non intersection,12-Off highway,MIDBLOCK,01-Clear,07-Dark,MULTIPOINT (-80.4959705770397 43.3644081827728),0,39210.0,0,1,8,18,11,0,15,0,0,0,0,31,0,20,0,0,104,206,729.0,1760.0,221,3060,22881.683729672575
05-016352,2005-02-13,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.50996200857701 43.4102061289093),0,0,0,0,0,27,0,0,3,0,1,0,0,26,0,3,0,0,60,56,273.0,560.0,128,1390,3983.3316617197634
05-016580,2005-02-14,02-Intersection related,11-Not on roadway - right side,INTERSECTION,04-Freezing Rain,01-Daylight,MULTIPOINT (-80.513716596072 43.410576426087),0,0,0,0,0,14,0,0,2,0,0,0,0,12,0,2,0,0,30,14,70.0,144.0,38,350,1455.5010603575336
05-016766,2005-02-14,02-Intersection related,02-Thru lane,INTERSECTION,04-Freezing Rain,01-Daylight,MULTIPOINT (-80.4469251371677 43.4685519271959),0,0,0,0,0,8,0,0,0,0,0,0,0,9,0,0,0,0,17,14,59.0,140.0,42,350,1333.5193728596873
05-016529,2005-02-14,01-Non intersection,02-Thru lane,INTERSECTION,04-Freezing Rain,01-Daylight,MULTIPOINT (-80.4579365504506 43.4588197162059),7,6402.0,0,0,22,74,10,0,38,0,0,0,0,80,0,52,0,0,276,125,559.0,1307.0,264,2200,8422.560069228291
05-016602,2005-02-14,01-Non intersection,09-Right shoulder,INTERSECTION,04-Freezing Rain,01-Daylight,MULTIPOINT (-80.4476445369156 43.4230659680803),0,0,0,0,0,16,1,0,0,0,1,0,20,15,0,3,0,0,56,18,81.0,176.0,44,450,1753.8235112354791
05-016799,2005-02-14,01-Non intersection,02-Thru lane,INTERSECTION,04-Freezing Rain,01-Daylight,MULTIPOINT (-80.4179067755239 43.3799814905142),0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,7,14,65.0,130.0,38,350,962.0824691612524
05-016625,2005-02-14,01-Non intersection,09-Right shoulder,INTERSECTION,04-Freezing Rain,01-Daylight,MULTIPOINT (-80.4933586842179 43.4536331635389),2,0.0,0,0,0,8,7,0,4,0,0,4,0,15,0,5,0,0,43,20,103.0,164.0,48,400,737.3017583944255
05-016622,2005-02-14,01-Non intersection,11-Not on roadway - right side,MIDBLOCK,02-Rain,"04-Dawn, artificial",MULTIPOINT (-80.44206243480259 43.3945000745912),5,0,0,0,31,69,3,0,22,0,3,0,20,51,0,41,0,0,240,99,388.0,948.0,169,1750,7299.504040116015
05-016695,2005-02-14,03-At intersection,01-Within intersection,INTERSECTION,04-Freezing Rain,01-Daylight,MULTIPOINT (-80.4963066588839 43.4077802830626),0,0,0,0,24,50,2,0,2,0,0,0,0,46,0,1,0,0,125,94,442.0,842.0,153,1990,4376.289813897939
05-016856,2005-02-14,01-Non intersection,02-Thru lane,INTERSECTION,03-Snow,01-Daylight,MULTIPOINT (-80.45228912538791 43.4414167355287),0,0,0,0,0,11,2,0,0,0,0,0,0,14,0,0,0,0,27,18,82.0,176.0,54,450,1667.7999378722056
05-016802,2005-02-14,01-Non intersection,02-Thru lane,MIDBLOCK,04-Freezing Rain,01-Daylight,MULTIPOINT (-80.46144573429321 43.4288952637481),0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,13,10,45.0,100.0,30,250,1292.8645638403573
05-016619,2005-02-14,01-Non intersection,02-Thru lane,MIDBLOCK,04-Freezing Rain,01-Daylight,MULTIPOINT (-80.4499970185006 43.3902530507807),0,0,0,0,10,37,0,0,13,0,3,0,32,33,0,23,0,0,151,57,239.0,540.0,87,1040,4065.2713709217437
05-016561,2005-02-14,02-Intersection related,02-Thru lane,INTERSECTION,04-Freezing Rain,01-Daylight,MULTIPOINT (-80.4327523661115 43.4356051542459),0,0,0,0,0,26,3,0,2,0,0,0,12,32,0,2,0,0,77,34,155.0,330.0,84,850,2017.5542919869185
05-016596,2005-02-14,01-Non intersection,02-Thru lane,INTERSECTION,04-Freezing Rain,01-Daylight,MULTIPOINT (-80.4595786335416 43.4482547931426),0,0,0,0,0,11,0,0,1,0,0,0,0,13,0,2,0,0,27,21,99.0,242.0,60,530,2177.189700078528
05-016874,2005-02-14,04-At/near private drive,02-Thru lane,MIDBLOCK,04-Freezing Rain,"08-Dark, artificial",MULTIPOINT (-80.5075266946302 43.4166795116664),0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,5,28,136.0,325.0,70,650,1991.8882571266088
05-016813,2005-02-14,01-Non intersection,02-Thru lane,INTERSECTION,04-Freezing Rain,01-Daylight,MULTIPOINT (-80.53914172795049 43.4366146558945),0,0,0,0,0,10,1,0,1,0,0,0,0,10,0,1,0,0,23,20,96.0,200.0,46,500,1371.581265045663
05-016632,2005-02-14,02-Intersection related,01-Within intersection,INTERSECTION,04-Freezing Rain,01-Daylight,MULTIPOINT (-80.4894445120415 43.4546091525718),0,0,8,0,0,22,12,0,2,3,0,2,0,28,0,3,0,0,80,30,122.0,278.0,102,820,2213.833028893332
05-016616,2005-02-14,02-Intersection related,11-Not on roadway - right side,INTERSECTION,04-Freezing Rain,03-Dawn,MULTIPOINT (-80.4145775285856 43.4279271803036),0,0,0,0,0,25,0,0,1,1,0,0,4,24,0,1,0,0,56,38,183.0,395.0,88,950,3422.2611567602503
05-016858,2005-02-14,01-Non intersection,10-Not on roadway - left side,INTERSECTION,02-Rain,01-Daylight,MULTIPOINT (-80.47936090520641 43.4065463309002),0,0,0,0,0,12,0,0,0,0,0,0,0,11,0,0,0,0,23,20,100.0,200.0,44,490,1763.080936262306
05-016531,2005-02-14,01-Non intersection,02-Thru lane,MIDBLOCK,04-Freezing Rain,"04-Dawn, artificial",MULTIPOINT (-80.44206243480259 43.3945000745912),5,0,0,0,31,69,3,0,22,0,3,0,20,51,0,41,0,0,240,99,388.0,948.0,169,1750,7299.504040116015
05-016660,2005-02-14,01-Non intersection,10-Not on roadway - left side,MIDBLOCK,04-Freezing Rain,07-Dark,MULTIPOINT (-80.42310465028299 43.3706020564336),1,4630.0,0,0,4,6,0,0,2,0,0,0,0,11,0,9,0,0,32,27,101.0,473.0,19,950,9794.813891290221
05-016620,2005-02-14,01-Non intersection,11-Not on roadway - right side,INTERSECTION,02-Rain,01-Daylight,MULTIPOINT (-80.43298039474089 43.4013737932456),0,0.0,0,0,12,60,6,0,67,0,0,0,4,59,0,62,0,0,270,123,555.0,1309.0,315,2490,12202.41428892991
05-016646,2005-02-14,02-Intersection related,10-Not on roadway - left side,INTERSECTION,04-Freezing Rain,01-Daylight,MULTIPOINT (-80.48305806471841 43.4516427885442),2,0,0,0,0,2,3,0,2,0,0,0,0,9,0,3,0,0,19,14,57.0,108.0,48,400,742.0037382046295
05-016599,2005-02-14,01-Non intersection,11-Not on roadway - right side,MIDBLOCK,04-Freezing Rain,01-Daylight,MULTIPOINT (-80.53469519915539 43.4311926090598),0,0,0,0,16,16,9,0,11,0,0,0,0,22,0,11,0,0,85,32,144.0,326.0,60,700,2908.165784997355
05-016523,2005-02-14,04-At/near private drive,10-Not on roadway - left side,MIDBLOCK,04-Freezing Rain,01-Daylight,MULTIPOINT (-80.52745238748651 43.4384351102882),0,0,0,0,0,3,1,0,0,0,0,0,0,3,0,0,0,0,7,8,58.0,136.0,30,250,633.4312831286666
05-016516,2005-02-14,04-At/near private drive,02-Thru lane,MIDBLOCK,04-Freezing Rain,"04-Dawn, artificial",MULTIPOINT (-80.5193194222737 43.404507981668),0,0,0,0,0,14,0,0,1,0,1,0,0,20,0,1,0,0,37,58,281.0,572.0,129,1440,4025.7305795937523
05-016708,2005-02-14,01-Non intersection,09-Right shoulder,INTERSECTION,04-Freezing Rain,01-Daylight,MULTIPOINT (-80.45603603054541 43.389200381954),0,0,0,0,0,26,0,0,0,0,0,0,0,21,0,0,0,0,47,35,168.0,426.0,75,900,2565.190848035358
05-016757,2005-02-14,01-Non intersection,01-Within intersection,INTERSECTION,02-Rain,01-Daylight,MULTIPOINT (-80.4604033145154 43.4322646320467),0,0,0,0,0,7,3,0,0,0,1,0,16,12,0,4,0,0,43,18,75.0,146.0,36,350,1648.748534462847
05-016733,2005-02-14,01-Non intersection,02-Thru lane,INTERSECTION,04-Freezing Rain,01-Daylight,MULTIPOINT (-80.4611907126085 43.4258328159596),0,0,0,0,0,18,4,0,0,0,0,0,24,19,0,0,0,0,65,23,129.0,278.0,68,600,1986.6952720177906
05-016545,2005-02-14,04-At/near private drive,02-Thru lane,MIDBLOCK,04-Freezing Rain,01-Daylight,MULTIPOINT (-80.47689691052661 43.4111135665009),4,0,0,0,37,33,7,0,48,0,0,0,0,41,0,35,0,0,201,104,445.0,823.0,138,1740,8360.66073857956
05-016690,2005-02-14,03-At intersection,11-Not on roadway - right side,INTERSECTION,02-Rain,01-Daylight,MULTIPOINT (-80.5195231460434 43.4298084842085),0,0,0,1,26,28,16,4,14,0,0,0,0,44,0,37,14,0,184,97,427.0,867.0,126,1740,3921.6156113789953
05-016610,2005-02-14,02-Intersection related,02-Thru lane,INTERSECTION,04-Freezing Rain,01-Daylight,MULTIPOINT (-80.49417405490099 43.4631058559096),0,0,2,0,25,65,27,0,11,2,0,2,0,59,1,7,0,0,201,79,342.0,665.0,171,1700,4832.740996249175
05-016681,2005-02-14,01-Non intersection,11-Not on roadway - right side,MIDBLOCK,04-Freezing Rain,01-Daylight,MULTIPOINT (-80.47464107294719 43.4192869777573),0,0,0,0,1,22,2,0,5,0,2,0,28,19,0,5,0,0,84,36,177.0,360.0,92,820,2712.1512484072855
05-016554,2005-02-14,99-Other,12-Off highway,INTERSECTION,04-Freezing Rain,01-Daylight,MULTIPOINT (-80.434750614226 43.4343187785221),0,0,0,0,0,20,3,0,2,0,0,0,12,23,0,2,0,0,62,24,109.0,228.0,54,600,1381.740544354805
05-016556,2005-02-14,01-Non intersection,02-Thru lane,INTERSECTION,04-Freezing Rain,01-Daylight,MULTIPOINT (-80.4965640368769 43.4312634758444),1,9580.0,0,0,9,31,21,0,41,0,1,0,0,56,0,45,0,26,230,168,541.0,1799.0,249,2170,12874.597007451912
05-016547,2005-02-14,01-Non intersection,02-Thru lane,MIDBLOCK,04-Freezing Rain,01-Daylight,MULTIPOINT (-80.4465324891905 43.4169193702934),0,5774.0,0,0,0,31,9,0,17,0,0,0,0,35,0,32,0,6,130,97,369.0,831.0,181,1460,6803.93414231123
05-016487,2005-02-14,01-Non intersection,02-Thru lane,INTERSECTION,04-Freezing Rain,01-Daylight,MULTIPOINT (-80.480361563568 43.406701796394),0,0,0,0,0,11,0,0,0,0,0,0,0,10,0,0,0,0,21,21,108.0,243.0,52,540,1901.773387251354
05-016582,2005-02-14,01-Non intersection,02-Thru lane,INTERSECTION,04-Freezing Rain,01-Daylight,MULTIPOINT (-80.5306402147492 43.4154071360402),0,0,0,0,0,10,0,0,0,0,0,0,0,9,0,0,0,0,19,16,77.0,160.0,48,400,1186.451933741075
05-016608,2005-02-14,01-Non intersection,02-Thru lane,INTERSECTION,04-Freezing Rain,01-Daylight,MULTIPOINT (-80.43759076091339 43.3935577368023),0,0,0,0,10,35,0,0,13,0,3,0,32,32,0,23,0,0,148,55,230.0,520.0,81,990,3385.750035265167
05-016686,2005-02-14,01-Non intersection,02-Thru lane,INTERSECTION,04-Freezing Rain,03-Dawn,MULTIPOINT (-80.518313547331 43.405216211697),0,0,0,0,0,14,0,0,1,0,1,0,0,20,0,1,0,0,37,48,234.0,472.0,99,1190,3411.9858525778977
05-016808,2005-02-14,04-At/near private drive,02-Thru lane,MIDBLOCK,04-Freezing Rain,01-Daylight,MULTIPOINT (-80.3993283299192 43.4064051656287),0,0,0,0,2,13,0,0,4,0,0,0,0,10,0,5,0,0,34,20,80.5,186.0,45,500,1926.5443831484367
05-016612,2005-02-14,01-Non intersection,02-Thru lane,INTERSECTION,04-Freezing Rain,01-Daylight,MULTIPOINT (-80.4125753038158 43.4285434379972),0,0,0,0,0,15,0,0,1,0,0,0,0,19,0,1,0,0,36,30,148.0,324.0,72,750,2177.470653801459
05-016819,2005-02-14,01-Non intersection,11-Not on roadway - right side,INTERSECTION,02-Rain,01-Daylight,MULTIPOINT (-80.48425900818511 43.4337102411327),0,0,0,0,0,5,4,0,0,0,0,0,0,6,0,0,0,0,15,8,34.0,74.0,24,200,513.0011287219015
05-017228,2005-02-15,01-Non intersection,09-Right shoulder,INTERSECTION,02-Rain,01-Daylight,MULTIPOINT (-80.50052474307731 43.4471803260645),0,0,2,0,0,29,2,0,13,2,0,13,4,37,0,36,0,2,140,35,150.0,314.0,107,800,2423.1116813468575
05-017277,2005-02-15,04-At/near private drive,02-Thru lane,INTERSECTION,02-Rain,01-Daylight,MULTIPOINT (-80.5101841270139 43.4381917033922),3,36024.0,0,0,1,26,14,3,22,0,0,0,0,40,0,32,0,0,138,84,294.5,705.0,150,1250,6417.7179194716855
05-017310,2005-02-15,03-At intersection,01-Within intersection,INTERSECTION,02-Rain,01-Daylight,MULTIPOINT (-80.41055750594261 43.3920949902535),0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,9,8,37.0,80.0,24,200,523.7789288647226
05-017166,2005-02-15,02-Intersection related,11-Not on roadway - right side,INTERSECTION,02-Rain,01-Daylight,MULTIPOINT (-80.4729443473896 43.4140424743777),0,0,0,0,2,5,4,0,4,0,1,0,16,9,0,3,0,0,44,26,131.0,260.0,52,640,1865.6572804021162
05-017066,2005-02-15,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4798675513357 43.4158949554862),0,0,0,0,87,33,6,0,75,1,0,0,0,41,0,38,0,22,303,126,514.0,1061.0,146,1850,9664.672777219197
05-017070,2005-02-15,01-Non intersection,09-Right shoulder,MIDBLOCK,02-Rain,01-Daylight,MULTIPOINT (-80.4926596959549 43.442165459621),5,8890.0,4,0,2,24,18,0,11,3,0,21,0,37,0,18,0,0,138,57,228.0,411.0,112,1250,3466.5836846972984
05-017528,2005-02-15,02-Intersection related,02-Thru lane,INTERSECTION,02-Rain,01-Daylight,MULTIPOINT (-80.4100197322778 43.390827749848),0,0,0,0,10,15,0,0,10,0,0,0,0,13,0,16,0,0,64,24,111.0,219.0,50,450,2623.159767972291
05-017234,2005-02-15,04-At/near private drive,02-Thru lane,MIDBLOCK,02-Rain,05-Dusk,MULTIPOINT (-80.4796620559317 43.4000258838756),0,0,0,0,3,18,1,0,8,0,0,0,0,22,0,22,0,0,74,37,181.0,298.0,66,750,4754.348687648751
05-017514,2005-02-16,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.50304960486901 43.4552994234258),8,24794.0,2,0,0,56,17,0,3,2,0,14,16,68,0,13,0,0,191,79,355.0,693.0,192,1750,5103.8081192307645
05-017639,2005-02-16,01-Non intersection,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.4965418877642 43.4676755295399),0,0,0,0,30,42,18,0,12,0,0,2,0,44,0,18,0,0,166,73,323.0,673.0,108,1400,3619.064327361606
05-017538,2005-02-16,04-At/near private drive,08-Left shoulder,MIDBLOCK,01-Clear,"02-Daylight, artificial",MULTIPOINT (-80.4605267233057 43.4688400683528),0,0,4,0,5,9,1,0,9,2,0,0,0,5,0,1,0,0,36,21,118.0,239.0,48,450,4727.17605868529
05-017644,2005-02-16,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.5098569373649 43.4029870965133),0,0,0,0,0,19,0,0,1,0,1,0,0,22,0,1,0,0,44,48,234.0,472.0,108,1190,3178.407482200154
05-018253,2005-02-16,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.5000468687436 43.4419539469844),4,8890.0,0,0,0,13,13,0,6,0,0,21,0,24,0,5,0,0,82,43,170.0,319.0,96,900,2242.633988697424
05-017843,2005-02-17,01-Non intersection,02-Thru lane,INTERSECTION,03-Snow,01-Daylight,MULTIPOINT (-80.4931712457182 43.4388710070444),1,0,0,0,0,26,21,2,11,0,0,0,0,40,0,12,0,0,112,46,225.0,569.0,105,1100,2855.429959957111
05-017818,2005-02-17,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.47753872629769 43.4445196095619),13,247638.0,2,0,1,66,23,0,29,0,0,25,0,80,0,54,0,0,280,195,781.0,2458.0,322,2900,10817.338738145934
05-018264,2005-02-18,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.4302669430049 43.4349475606694),1,6572.0,0,0,0,36,7,0,4,0,0,0,12,43,0,13,0,14,129,92,319.0,728.0,162,1550,5641.364731747106
05-018218,2005-02-18,02-Intersection related,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4614808252374 43.4619897925359),7,26720.0,0,0,26,68,27,0,50,0,0,0,0,82,0,61,0,0,314,173,708.0,1421.0,316,2700,9287.46937225393
05-018668,2005-02-18,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.50998077439471 43.4065114601445),0,0,0,0,0,25,1,0,2,0,1,0,0,29,0,1,0,0,59,62,306.0,664.0,156,1590,4307.067412895925
05-018163,2005-02-18,02-Intersection related,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.44320581029891 43.421720660228),7,3968.0,2,0,6,50,10,0,39,0,0,0,0,52,0,46,0,0,205,105,423.0,700.0,205,1680,8214.968529735468
05-018673,2005-02-19,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4523119469484 43.4278026690093),1,0,0,0,0,27,1,0,3,0,0,0,0,35,0,0,0,0,66,27,117.0,275.0,75,650,2063.909341014458
05-018917,2005-02-20,03-At intersection,09-Right shoulder,INTERSECTION,01-Clear,07-Dark,MULTIPOINT (-80.5033182539032 43.4041832812281),0,0,0,0,1,17,0,0,2,0,1,0,0,22,0,3,0,0,46,32,161.0,396.0,102,850,2021.3259853394736
05-019016,2005-02-20,01-Non intersection,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.43835659298411 43.3935951770823),0,0,0,0,9,29,0,0,11,0,2,0,20,26,0,24,0,0,121,49,197.0,429.0,81,840,3247.0981335657334
05-019390,2005-02-21,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.480985830918 43.4031125385691),0,0,0,0,3,16,0,0,8,0,0,0,0,22,0,22,0,0,71,39,191.0,318.0,72,800,5028.693182940387
05-019263,2005-02-21,03-At intersection,11-Not on roadway - right side,INTERSECTION,03-Snow,01-Daylight,MULTIPOINT (-80.5120340931274 43.4250845988469),0,0,0,0,0,26,2,0,3,0,0,0,24,23,0,10,0,0,88,36,180.0,362.0,90,900,3302.1016989559685
05-031131,2005-02-21,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4705892795478 43.4405426968575),2,4670.0,1,0,2,27,18,0,5,0,0,0,4,30,0,5,0,0,92,64,294.0,595.0,150,1250,3442.49599785247
05-019743,2005-02-22,03-At intersection,01-Within intersection,INTERSECTION,03-Snow,01-Daylight,MULTIPOINT (-80.4925501081968 43.451093448602),8,24794.0,1,0,0,23,16,0,4,0,0,16,0,40,0,17,0,0,117,47,226.0,380.0,110,950,2502.941403637814
05-019748,2005-02-22,01-Non intersection,02-Thru lane,INTERSECTION,03-Snow,01-Daylight,MULTIPOINT (-80.46403368629539 43.4284652842627),0,0,0,0,0,19,4,0,0,0,0,0,24,20,0,0,0,0,67,21,120.0,267.0,62,550,1664.2742493515825
05-031374,2005-02-22,01-Non intersection,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.5206383979497 43.450612631673),0,0,1,1,14,40,9,3,13,2,0,0,1,51,0,23,0,0,158,58,244.0,608.0,132,1350,6186.482544809114
05-019823,2005-02-22,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.5191829168304 43.4551485627752),1,0,0,3,45,51,29,9,36,0,0,0,0,75,0,108,15,0,371,122,452.0,853.0,140,1700,3971.6524354709027
05-019745,2005-02-22,02-Intersection related,03-Left turn lane,INTERSECTION,05-Drifting Snow,01-Daylight,MULTIPOINT (-80.5169945442686 43.451888379849),0,0,1,4,59,70,36,12,38,2,0,0,1,84,0,114,15,0,436,120,502.0,982.0,158,2050,7949.1572307495635
05-020158,2005-02-22,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4992064754796 43.4556697235992),2,0,4,0,9,42,11,0,8,3,0,0,0,50,1,5,0,0,133,72,301.0,1024.0,166,1550,4795.753045881591
05-019676,2005-02-22,01-Non intersection,02-Thru lane,INTERSECTION,03-Snow,01-Daylight,MULTIPOINT (-80.4861011052727 43.4485199256468),13,247638.0,2,0,1,51,20,0,27,0,0,25,0,68,0,42,0,0,236,185,725.0,2333.0,292,2650,9591.394581995317
05-020091,2005-02-23,04-At/near private drive,12-Off highway,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4833303859465 43.4609510063853),7,26388.0,3,0,11,38,27,0,12,2,0,1,0,55,1,13,0,2,165,123,505.0,1336.0,250,2250,6584.662191841331
05-020133,2005-02-23,04-At/near private drive,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.5056893844931 43.4037885172976),0,0,0,0,1,16,0,0,2,0,0,0,0,19,0,3,0,0,41,24,121.0,316.0,78,650,1625.7557909591146
05-019990,2005-02-23,03-At intersection,01-Within intersection,INTERSECTION,05-Drifting Snow,01-Daylight,MULTIPOINT (-80.42250649810001 43.3884387368103),5,0,0,0,24,62,4,0,11,0,1,0,0,52,0,21,0,0,175,88,397.0,950.0,205,1910,6765.907042180718
