LOCATION,ACCIDENT_LOCATION,IMPACT_LOCATION,ENVIRONMENT_CONDITION,LIGHT,COLLISION_TYPE,DAY_OF_WEEK,MONTH,IS_WEEKEND,STREET,LANES,CATEGORY,SUBCATEGORY,PAVEMENT_WIDTH,ROW_WIDTH,SHOULDER,FLOW_DIRECTION,SURFACE_LAYER_TYPE,OFFICIAL_ROAD_CLASSIFICATION,SPEED_LIMIT_KM,TRUCK_ACCESS,BUS_ROUTE,SERVICE_YEAR,Shape__Length
RIVERBEND DR,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Tuesday,January,0,RIVERBEND DR,2,ROAD,LOCAL,9.0,17.0,PAVED,TwoWay,PAVED,3,50,NO ACCESS,N,1945.0,115.998936224783
RIVERBEND DR,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Tuesday,January,0,RIVERBEND DR,1,BULB,LOCAL,9.0,37.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1945.0,63.137139894069605
RIVERBEND DR,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Tuesday,April,0,RIVERBEND DR,2,ROAD,LOCAL,9.0,17.0,PAVED,TwoWay,PAVED,3,50,NO ACCESS,N,1945.0,115.998936224783
RIVERBEND DR,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Tuesday,April,0,RIVERBEND DR,1,BULB,LOCAL,9.0,37.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1945.0,63.137139894069605
RIVERBEND DR,01-Non intersection,11-Not on roadway - right side,01-Clear,01-Daylight,MIDBLOCK,Tuesday,April,0,RIVERBEND DR,2,ROAD,LOCAL,9.0,17.0,PAVED,TwoWay,PAVED,3,50,NO ACCESS,N,1945.0,115.998936224783
RIVERBEND DR,01-Non intersection,11-Not on roadway - right side,01-Clear,01-Daylight,MIDBLOCK,Tuesday,April,0,RIVERBEND DR,1,BULB,LOCAL,9.0,37.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1945.0,63.137139894069605
RIVERBEND DR,01-Non intersection,02-Thru lane,01-Clear,07-Dark,MIDBLOCK,Friday,November,0,RIVERBEND DR,2,ROAD,LOCAL,9.0,17.0,PAVED,TwoWay,PAVED,3,50,NO ACCESS,N,1945.0,115.998936224783
RIVERBEND DR,01-Non intersection,02-Thru lane,01-Clear,07-Dark,MIDBLOCK,Friday,November,0,RIVERBEND DR,1,BULB,LOCAL,9.0,37.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1945.0,63.137139894069605
RIVERBEND DR,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Wednesday,July,0,RIVERBEND DR,2,ROAD,LOCAL,9.0,17.0,PAVED,TwoWay,PAVED,3,50,NO ACCESS,N,1945.0,115.998936224783
RIVERBEND DR,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Wednesday,July,0,RIVERBEND DR,1,BULB,LOCAL,9.0,37.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1945.0,63.137139894069605
RIVERBEND DR,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Tuesday,July,0,RIVERBEND DR,2,ROAD,LOCAL,9.0,17.0,PAVED,TwoWay,PAVED,3,50,NO ACCESS,N,1945.0,115.998936224783
RIVERBEND DR,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Tuesday,July,0,RIVERBEND DR,1,BULB,LOCAL,9.0,37.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1945.0,63.137139894069605
RIVERBEND DR,01-Non intersection,09-Right shoulder,01-Clear,01-Daylight,MIDBLOCK,Saturday,July,1,RIVERBEND DR,2,ROAD,LOCAL,9.0,17.0,PAVED,TwoWay,PAVED,3,50,NO ACCESS,N,1945.0,115.998936224783
RIVERBEND DR,01-Non intersection,09-Right shoulder,01-Clear,01-Daylight,MIDBLOCK,Saturday,July,1,RIVERBEND DR,1,BULB,LOCAL,9.0,37.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1945.0,63.137139894069605
RIVERBEND DR,04-At/near private drive,10-Not on roadway - left side,02-Rain,01-Daylight,MIDBLOCK,Tuesday,September,0,RIVERBEND DR,2,ROAD,LOCAL,9.0,17.0,PAVED,TwoWay,PAVED,3,50,NO ACCESS,N,1945.0,115.998936224783
RIVERBEND DR,04-At/near private drive,10-Not on roadway - left side,02-Rain,01-Daylight,MIDBLOCK,Tuesday,September,0,RIVERBEND DR,1,BULB,LOCAL,9.0,37.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1945.0,63.137139894069605
RIVERBEND DR,04-At/near private drive,02-Thru lane,01-Clear,05-Dusk,MIDBLOCK,Wednesday,January,0,RIVERBEND DR,2,ROAD,LOCAL,9.0,17.0,PAVED,TwoWay,PAVED,3,50,NO ACCESS,N,1945.0,115.998936224783
RIVERBEND DR,04-At/near private drive,02-Thru lane,01-Clear,05-Dusk,MIDBLOCK,Wednesday,January,0,RIVERBEND DR,1,BULB,LOCAL,9.0,37.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1945.0,63.137139894069605
RIVERBEND DR,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Thursday,February,0,RIVERBEND DR,2,ROAD,LOCAL,9.0,17.0,PAVED,TwoWay,PAVED,3,50,NO ACCESS,N,1945.0,115.998936224783
RIVERBEND DR,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Thursday,February,0,RIVERBEND DR,1,BULB,LOCAL,9.0,37.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1945.0,63.137139894069605
RIVERBEND DR,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Wednesday,June,0,RIVERBEND DR,2,ROAD,LOCAL,9.0,17.0,PAVED,TwoWay,PAVED,3,50,NO ACCESS,N,1945.0,115.998936224783
RIVERBEND DR,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Wednesday,June,0,RIVERBEND DR,1,BULB,LOCAL,9.0,37.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1945.0,63.137139894069605
RIVERBEND DR,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Wednesday,July,0,RIVERBEND DR,2,ROAD,LOCAL,9.0,17.0,PAVED,TwoWay,PAVED,3,50,NO ACCESS,N,1945.0,115.998936224783
RIVERBEND DR,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Wednesday,July,0,RIVERBEND DR,1,BULB,LOCAL,9.0,37.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1945.0,63.137139894069605
RIVERBEND DR,01-Non intersection,11-Not on roadway - right side,03-Snow,01-Daylight,MIDBLOCK,Monday,March,0,RIVERBEND DR,2,ROAD,LOCAL,9.0,17.0,PAVED,TwoWay,PAVED,3,50,NO ACCESS,N,1945.0,115.998936224783
RIVERBEND DR,01-Non intersection,11-Not on roadway - right side,03-Snow,01-Daylight,MIDBLOCK,Monday,March,0,RIVERBEND DR,1,BULB,LOCAL,9.0,37.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1945.0,63.137139894069605
RIVERBEND DR,01-Non intersection,11-Not on roadway - right side,01-Clear,07-Dark,MIDBLOCK,Monday,March,0,RIVERBEND DR,2,ROAD,LOCAL,9.0,17.0,PAVED,TwoWay,PAVED,3,50,NO ACCESS,N,1945.0,115.998936224783
RIVERBEND DR,01-Non intersection,11-Not on roadway - right side,01-Clear,07-Dark,MIDBLOCK,Monday,March,0,RIVERBEND DR,1,BULB,LOCAL,9.0,37.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1945.0,63.137139894069605
RIVERBEND DR,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Tuesday,September,0,RIVERBEND DR,2,ROAD,LOCAL,9.0,17.0,PAVED,TwoWay,PAVED,3,50,NO ACCESS,N,1945.0,115.998936224783
RIVERBEND DR,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Tuesday,September,0,RIVERBEND DR,1,BULB,LOCAL,9.0,37.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1945.0,63.137139894069605
RIVERBEND DR,04-At/near private drive,02-Thru lane,03-Snow,01-Daylight,MIDBLOCK,Friday,February,0,RIVERBEND DR,2,ROAD,LOCAL,9.0,17.0,PAVED,TwoWay,PAVED,3,50,NO ACCESS,N,1945.0,115.998936224783
RIVERBEND DR,04-At/near private drive,02-Thru lane,03-Snow,01-Daylight,MIDBLOCK,Friday,February,0,RIVERBEND DR,1,BULB,LOCAL,9.0,37.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1945.0,63.137139894069605
BRYBECK CRES,04-At/near private drive,02-Thru lane,03-Snow,01-Daylight,MIDBLOCK,Thursday,March,0,BRYBECK CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,745.4089139733659
BRYBECK CRES,01-Non intersection,10-Not on roadway - left side,01-Clear,"08-Dark, artificial",MIDBLOCK,Monday,October,0,BRYBECK CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,745.4089139733659
BRYBECK CRES,01-Non intersection,02-Thru lane,01-Clear,07-Dark,MIDBLOCK,Thursday,January,0,BRYBECK CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,745.4089139733659
BRYBECK CRES,01-Non intersection,10-Not on roadway - left side,01-Clear,"08-Dark, artificial",MIDBLOCK,Thursday,October,0,BRYBECK CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,745.4089139733659
BRYBECK CRES,01-Non intersection,12-Off highway,01-Clear,01-Daylight,MIDBLOCK,Thursday,January,0,BRYBECK CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,745.4089139733659
BRYBECK CRES,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Monday,February,0,BRYBECK CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,745.4089139733659
BRYBECK CRES,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Friday,June,0,BRYBECK CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,745.4089139733659
BRYBECK CRES,01-Non intersection,09-Right shoulder,02-Rain,01-Daylight,MIDBLOCK,Sunday,September,1,BRYBECK CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,745.4089139733659
BRYBECK CRES,04-At/near private drive,02-Thru lane,01-Clear,"08-Dark, artificial",MIDBLOCK,Friday,April,0,BRYBECK CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,745.4089139733659
BRYBECK CRES,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Monday,December,0,BRYBECK CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,745.4089139733659
BRYBECK CRES,04-At/near private drive,09-Right shoulder,01-Clear,"08-Dark, artificial",MIDBLOCK,Wednesday,October,0,BRYBECK CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,745.4089139733659
BRYBECK CRES,01-Non intersection,10-Not on roadway - left side,03-Snow,01-Daylight,MIDBLOCK,Friday,May,0,BRYBECK CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,745.4089139733659
BRYBECK CRES,04-At/near private drive,02-Thru lane,01-Clear,07-Dark,MIDBLOCK,Friday,October,0,BRYBECK CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,745.4089139733659
BRYBECK CRES,04-At/near private drive,02-Thru lane,01-Clear,07-Dark,MIDBLOCK,Friday,January,0,BRYBECK CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,745.4089139733659
BRYBECK CRES,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Wednesday,June,0,BRYBECK CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,745.4089139733659
BRYBECK CRES,04-At/near private drive,02-Thru lane,01-Clear,07-Dark,MIDBLOCK,Wednesday,July,0,BRYBECK CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,745.4089139733659
BRYBECK CRES,04-At/near private drive,02-Thru lane,01-Clear,"08-Dark, artificial",MIDBLOCK,Sunday,September,1,BRYBECK CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,745.4089139733659
BRYBECK CRES,04-At/near private drive,09-Right shoulder,01-Clear,07-Dark,MIDBLOCK,Saturday,September,1,BRYBECK CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,745.4089139733659
BRYBECK CRES,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Tuesday,September,0,BRYBECK CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,745.4089139733659
BRYBECK CRES,04-At/near private drive,02-Thru lane,03-Snow,01-Daylight,MIDBLOCK,Tuesday,December,0,BRYBECK CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,745.4089139733659
BRYBECK CRES,01-Non intersection,11-Not on roadway - right side,03-Snow,"08-Dark, artificial",MIDBLOCK,Tuesday,January,0,BRYBECK CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,745.4089139733659
BRYBECK CRES,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Thursday,February,0,BRYBECK CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,745.4089139733659
BRYBECK CRES,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Sunday,October,1,BRYBECK CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,745.4089139733659
BRYBECK CRES,01-Non intersection,11-Not on roadway - right side,02-Rain,01-Daylight,MIDBLOCK,Wednesday,February,0,BRYBECK CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,745.4089139733659
BRYBECK CRES,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Sunday,August,1,BRYBECK CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,745.4089139733659
BRYBECK CRES,04-At/near private drive,02-Thru lane,01-Clear,"08-Dark, artificial",MIDBLOCK,Wednesday,August,0,BRYBECK CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,745.4089139733659
BRYBECK CRES,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Monday,May,0,BRYBECK CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,745.4089139733659
BRYBECK CRES,01-Non intersection,09-Right shoulder,01-Clear,01-Daylight,MIDBLOCK,Sunday,April,1,BRYBECK CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,745.4089139733659
BRYBECK CRES,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Saturday,November,1,BRYBECK CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,745.4089139733659
BRYBECK CRES,04-At/near private drive,12-Off highway,03-Snow,07-Dark,MIDBLOCK,Friday,December,0,BRYBECK CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,745.4089139733659
BRYBECK CRES,04-At/near private drive,02-Thru lane,03-Snow,"08-Dark, artificial",MIDBLOCK,Thursday,December,0,BRYBECK CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,745.4089139733659
BRYBECK CRES,01-Non intersection,12-Off highway,01-Clear,01-Daylight,MIDBLOCK,Tuesday,February,0,BRYBECK CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,745.4089139733659
BRYBECK CRES,01-Non intersection,02-Thru lane,01-Clear,07-Dark,MIDBLOCK,Tuesday,February,0,BRYBECK CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,745.4089139733659
BRYBECK CRES,01-Non intersection,02-Thru lane,05-Drifting Snow,01-Daylight,MIDBLOCK,Monday,January,0,BRYBECK CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,745.4089139733659
KING ST E,01-Non intersection,02-Thru lane,01-Clear,"08-Dark, artificial",MIDBLOCK,Saturday,February,1,KING ST E,2,ROAD,LOCAL,10.0,119.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1924.0,142.18675440335699
KING ST E,01-Non intersection,02-Thru lane,01-Clear,"08-Dark, artificial",MIDBLOCK,Saturday,February,1,KING ST E,4,ROAD,MAJOR,18.0,71.0,PAVED,TwoWay,PAVED,0,50,24HR,Y,0.0,190.276546351516
KING ST E,01-Non intersection,02-Thru lane,01-Clear,"08-Dark, artificial",MIDBLOCK,Saturday,February,1,KING ST E,4,ROAD,MAJOR,18.0,288.0,PAVED,TwoWay,PAVED,1,50,24HR,Y,0.0,16.9146690877499
KING ST E,01-Non intersection,02-Thru lane,01-Clear,"08-Dark, artificial",MIDBLOCK,Saturday,February,1,KING ST E,3,ROAD,MAJOR,13.0,18.0,PAVED,TwoWay,PAVED,2,50,24HR,Y,2006.0,126.25143999202601
KING ST E,01-Non intersection,02-Thru lane,01-Clear,"08-Dark, artificial",MIDBLOCK,Saturday,February,1,KING ST E,5,ROAD,MAJOR,14.0,28.0,PAVED,TwoWay,PAVED,1,50,24HR,Y,0.0,32.8214509435158
KING ST E,01-Non intersection,02-Thru lane,01-Clear,"08-Dark, artificial",MIDBLOCK,Saturday,February,1,KING ST E,1,BULB,LOCAL,31.0,158.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1924.0,74.2268689204023
KING ST E,01-Non intersection,02-Thru lane,01-Clear,"08-Dark, artificial",MIDBLOCK,Saturday,February,1,KING ST E,2,ROAD,LOCAL,10.0,86.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1924.0,94.98906206244892
KING ST E,01-Non intersection,02-Thru lane,01-Clear,"08-Dark, artificial",MIDBLOCK,Saturday,February,1,KING ST E,4,ROAD,MAJOR,7.0,371.0,PAVED,TwoWay,PAVED,0,50,24HR,Y,0.0,161.13149665432698
KING ST E,04-At/near private drive,02-Thru lane,02-Rain,01-Daylight,MIDBLOCK,Tuesday,March,0,KING ST E,2,ROAD,LOCAL,10.0,119.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1924.0,142.18675440335699
KING ST E,04-At/near private drive,02-Thru lane,02-Rain,01-Daylight,MIDBLOCK,Tuesday,March,0,KING ST E,4,ROAD,MAJOR,18.0,71.0,PAVED,TwoWay,PAVED,0,50,24HR,Y,0.0,190.276546351516
KING ST E,04-At/near private drive,02-Thru lane,02-Rain,01-Daylight,MIDBLOCK,Tuesday,March,0,KING ST E,4,ROAD,MAJOR,18.0,288.0,PAVED,TwoWay,PAVED,1,50,24HR,Y,0.0,16.9146690877499
KING ST E,04-At/near private drive,02-Thru lane,02-Rain,01-Daylight,MIDBLOCK,Tuesday,March,0,KING ST E,3,ROAD,MAJOR,13.0,18.0,PAVED,TwoWay,PAVED,2,50,24HR,Y,2006.0,126.25143999202601
KING ST E,04-At/near private drive,02-Thru lane,02-Rain,01-Daylight,MIDBLOCK,Tuesday,March,0,KING ST E,5,ROAD,MAJOR,14.0,28.0,PAVED,TwoWay,PAVED,1,50,24HR,Y,0.0,32.8214509435158
KING ST E,04-At/near private drive,02-Thru lane,02-Rain,01-Daylight,MIDBLOCK,Tuesday,March,0,KING ST E,1,BULB,LOCAL,31.0,158.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1924.0,74.2268689204023
KING ST E,04-At/near private drive,02-Thru lane,02-Rain,01-Daylight,MIDBLOCK,Tuesday,March,0,KING ST E,2,ROAD,LOCAL,10.0,86.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1924.0,94.98906206244892
KING ST E,04-At/near private drive,02-Thru lane,02-Rain,01-Daylight,MIDBLOCK,Tuesday,March,0,KING ST E,4,ROAD,MAJOR,7.0,371.0,PAVED,TwoWay,PAVED,0,50,24HR,Y,0.0,161.13149665432698
KING ST E,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Saturday,September,1,KING ST E,2,ROAD,LOCAL,10.0,119.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1924.0,142.18675440335699
KING ST E,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Saturday,September,1,KING ST E,4,ROAD,MAJOR,18.0,71.0,PAVED,TwoWay,PAVED,0,50,24HR,Y,0.0,190.276546351516
KING ST E,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Saturday,September,1,KING ST E,4,ROAD,MAJOR,18.0,288.0,PAVED,TwoWay,PAVED,1,50,24HR,Y,0.0,16.9146690877499
KING ST E,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Saturday,September,1,KING ST E,3,ROAD,MAJOR,13.0,18.0,PAVED,TwoWay,PAVED,2,50,24HR,Y,2006.0,126.25143999202601
KING ST E,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Saturday,September,1,KING ST E,5,ROAD,MAJOR,14.0,28.0,PAVED,TwoWay,PAVED,1,50,24HR,Y,0.0,32.8214509435158
KING ST E,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Saturday,September,1,KING ST E,1,BULB,LOCAL,31.0,158.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1924.0,74.2268689204023
KING ST E,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Saturday,September,1,KING ST E,2,ROAD,LOCAL,10.0,86.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1924.0,94.98906206244892
KING ST E,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Saturday,September,1,KING ST E,4,ROAD,MAJOR,7.0,371.0,PAVED,TwoWay,PAVED,0,50,24HR,Y,0.0,161.13149665432698
KING ST E,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Wednesday,November,0,KING ST E,2,ROAD,LOCAL,10.0,119.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1924.0,142.18675440335699
KING ST E,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Wednesday,November,0,KING ST E,4,ROAD,MAJOR,18.0,71.0,PAVED,TwoWay,PAVED,0,50,24HR,Y,0.0,190.276546351516
KING ST E,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Wednesday,November,0,KING ST E,4,ROAD,MAJOR,18.0,288.0,PAVED,TwoWay,PAVED,1,50,24HR,Y,0.0,16.9146690877499
KING ST E,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Wednesday,November,0,KING ST E,3,ROAD,MAJOR,13.0,18.0,PAVED,TwoWay,PAVED,2,50,24HR,Y,2006.0,126.25143999202601
KING ST E,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Wednesday,November,0,KING ST E,5,ROAD,MAJOR,14.0,28.0,PAVED,TwoWay,PAVED,1,50,24HR,Y,0.0,32.8214509435158
KING ST E,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Wednesday,November,0,KING ST E,1,BULB,LOCAL,31.0,158.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1924.0,74.2268689204023
KING ST E,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Wednesday,November,0,KING ST E,2,ROAD,LOCAL,10.0,86.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1924.0,94.98906206244892
KING ST E,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Wednesday,November,0,KING ST E,4,ROAD,MAJOR,7.0,371.0,PAVED,TwoWay,PAVED,0,50,24HR,Y,0.0,161.13149665432698
KING ST E,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Saturday,June,1,KING ST E,2,ROAD,LOCAL,10.0,119.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1924.0,142.18675440335699
KING ST E,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Saturday,June,1,KING ST E,4,ROAD,MAJOR,18.0,71.0,PAVED,TwoWay,PAVED,0,50,24HR,Y,0.0,190.276546351516
KING ST E,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Saturday,June,1,KING ST E,4,ROAD,MAJOR,18.0,288.0,PAVED,TwoWay,PAVED,1,50,24HR,Y,0.0,16.9146690877499
KING ST E,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Saturday,June,1,KING ST E,3,ROAD,MAJOR,13.0,18.0,PAVED,TwoWay,PAVED,2,50,24HR,Y,2006.0,126.25143999202601
KING ST E,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Saturday,June,1,KING ST E,5,ROAD,MAJOR,14.0,28.0,PAVED,TwoWay,PAVED,1,50,24HR,Y,0.0,32.8214509435158
KING ST E,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Saturday,June,1,KING ST E,1,BULB,LOCAL,31.0,158.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1924.0,74.2268689204023
KING ST E,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Saturday,June,1,KING ST E,2,ROAD,LOCAL,10.0,86.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1924.0,94.98906206244892
KING ST E,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Saturday,June,1,KING ST E,4,ROAD,MAJOR,7.0,371.0,PAVED,TwoWay,PAVED,0,50,24HR,Y,0.0,161.13149665432698
KING ST E,01-Non intersection,02-Thru lane,01-Clear,05-Dusk,MIDBLOCK,Tuesday,December,0,KING ST E,2,ROAD,LOCAL,10.0,119.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1924.0,142.18675440335699
