OBJECTID,TRAFFICMARKINGID,CREATE_DATE,UPDATE_DATE,STATUS,STATUS_DATE,SOURCE,SOURCE_DATE,CATEGORY,SUBCATEGORY,LOCATION_DESCRIPTION,LAST_YEAR_PAINTED,TIME_OF_WORK,ROADSEGMENTID,OWNERSHIP,Shape__Length
657,163,2012/03/28 09:54:44+00,2019/11/27 08:43:07+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,STOP LINE,,PIONEER DR AT NATHANIEL CRES,2012,DAY,,KITCHENER,5.86243236472107
661,167,2012/03/28 10:03:39+00,2019/11/27 08:43:07+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,STOP LINE,,QUEENS BLVD AT EAGEN DR,2012,DAY,,KITCHENER,6.54837638635539
664,170,2012/03/28 10:20:10+00,2019/11/27 08:43:16+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,STOP LINE,,RITTENHOUSE RD AT ERINBROOK DR FRONT OF 217 RITTENHOUSE RD,2016,DAY,,KITCHENER,6.37146550731586
667,173,2012/03/28 10:25:37+00,2019/11/27 08:43:18+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,STOP LINE,,RITTENHOUSE RD AT ERINBROOK DR,2016,DAY,,KITCHENER,7.97520536686047
668,174,2012/03/28 10:27:08+00,2019/11/27 08:43:24+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,STOP LINE,,RITTENHOUSE RD AT MCCABE CRT,2012,DAY,,KITCHENER,6.55852912114236
669,175,2012/03/28 10:29:04+00,2019/11/27 08:43:13+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,CROSSWALK LINE,,RITTENHOUSE AT PATHWAY NEAR 304 RITTENHOUSE RD,2016,DAY,,KITCHENER,14.2282489197506
670,176,2012/03/28 10:32:00+00,2019/11/27 08:43:01+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,SCHOOL CROSSWALK LINE,,ROLLING MEADOWS DR AT JOHN DARLING PUBLIC SCHOOL,2016,DAY,,KITCHENER,17.8220567287545
673,179,2012/03/28 10:44:57+00,2019/11/27 08:43:16+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,STOP LINE,,SELKIRK DR AT LUCERNE DR,2012,DAY,,KITCHENER,5.88663781058238
674,180,2012/03/28 10:51:27+00,2019/11/27 08:43:01+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,STOP LINE,,SHANLEY ST AT DUKE ST W,2012,DAY,,KITCHENER,5.60351711038371
675,181,2012/03/28 10:52:22+00,2019/11/27 08:43:13+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,STOP LINE,,SHANLEY ST AT DUKE ST W,2016,DAY,,KITCHENER,4.63695519858612
676,182,2012/03/28 10:55:05+00,2019/11/27 08:43:27+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,SCHOOL CROSSWALK LINE,,ST LEGER ST AT PRUETER AVE,2012,DAY,,KITCHENER,31.4660529389465
677,183,2012/03/28 10:55:59+00,2019/11/27 08:43:01+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2016,2016/05/10 00:00:00+00,CROSSWALK LINE,,ST LEGER ST AT PRUETER AVE,2012,DAY,,KITCHENER,32.4304412421321
678,184,2012/03/28 10:56:43+00,2019/11/27 08:43:07+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,STOP LINE,,ST LEGER ST AT PRUETER AVE,2012,DAY,,KITCHENER,5.9509984515239
681,187,2012/03/28 11:15:59+00,2019/11/27 08:43:04+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,STOP LINE,,THALER AVE AT BURGETZ AVE,2012,DAY,,KITCHENER,6.19438051803133
684,190,2012/03/28 11:20:15+00,2019/11/27 08:43:04+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,STOP LINE,,UPPER CANADA DR AT PIONEER DR,2012,DAY,,KITCHENER,7.30015001411781
687,193,2012/03/28 11:24:12+00,2019/11/27 08:43:13+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,STOP LINE,,VANIER DR AT BONIFACE AVE,2012,DAY,,KITCHENER,6.51783145979524
690,196,2012/03/28 11:28:10+00,2019/11/27 08:43:27+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,STOP LINE,,WESTWOOD DR AT FERNWOOD PL,2012,DAY,,KITCHENER,6.54461392368141
693,199,2012/03/28 11:36:22+00,2019/11/27 08:43:13+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,STOP LINE,,WOODFIELD ST AT APPLE RIDGE DR,2012,DAY,,KITCHENER,6.41980851014265
694,200,2012/03/28 11:37:38+00,2019/11/27 08:43:13+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,STOP LINE,,ZELLER DR AT SUSAN CRES,2012,DAY,,KITCHENER,7.50205890320296
702,208,2012/03/28 12:26:12+00,2019/11/27 19:33:58+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,CROSSWALK LINE,,WATERLOO ST AT VICTORIA ST,2012,NIGHT,,REGION,14.0571840614542
703,209,2012/03/28 12:27:07+00,2019/11/27 19:33:58+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,STOP LINE,,WATERLOO ST AT VICTORIA ST,2012,NIGHT,,REGION,5.01416706841644
706,212,2012/03/28 12:34:05+00,2019/11/27 19:33:58+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,CROSSWALK LINE,,AHRENS ST W AT VICTORIA ST N,2012,NIGHT,,REGION,19.384848349864
707,213,2012/03/28 12:35:52+00,2019/11/27 19:33:58+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,STOP LINE,,AHRENS ST W AT VICTORIA ST N,2012,NIGHT,,REGION,5.74372328791422
708,214,2012/03/28 12:54:10+00,2019/11/27 08:43:04+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,ADVANCE CROSSING MARKING,,BREITHAUPT ST AT AHRENS ST,2012,NIGHT,,KITCHENER,17.0086151180691
709,215,2012/03/28 12:56:35+00,2019/11/27 08:43:16+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,CROSSWALK LINE,,MARGARET AVE AT FAIRFIELD AVE,2012,NIGHT,,KITCHENER,24.64419940314
710,216,2012/03/28 12:57:23+00,2019/11/27 08:43:16+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,STOP LINE,,MARGARET AVE AT FAIRFIELD AVE,2012,NIGHT,,KITCHENER,5.77122238881863
711,217,2012/03/28 14:08:02+00,2019/11/27 08:43:27+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,CROSSWALK LINE,,MARGARET AVE AT GUELPH ST,2016,NIGHT,,KITCHENER,43.1262583455508
712,218,2012/03/28 14:09:00+00,2019/11/27 08:43:04+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,CROSSWALK LINE,,MARGARET AVE AT GUELPH ST,2016,NIGHT,,KITCHENER,38.6002499326605
713,219,2012/03/28 14:09:53+00,2019/11/27 08:43:07+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,CROSSWALK LINE,,MARGARET AVE AT GUELPH ST,2012,NIGHT,,KITCHENER,27.1651081604612
714,220,2012/03/28 14:10:49+00,2019/11/27 08:43:24+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,CROSSWALK LINE,,MARGARET AVE AT GUELPH ST,2016,NIGHT,,KITCHENER,35.0792103873197
715,221,2012/03/28 14:11:35+00,2019/11/27 08:43:07+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,STOP LINE,,MARGARET AVE AT GUELPH ST,2016,NIGHT,,KITCHENER,7.3046086539659
716,222,2012/03/28 14:12:19+00,2019/11/27 08:43:24+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,STOP LINE,,MARGARET AVE AT GUELPH ST,2016,NIGHT,,KITCHENER,5.34573090430073
717,223,2012/03/28 14:13:00+00,2019/11/27 08:43:07+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,STOP LINE,,MARGARET AVE AT GUELPH ST,2016,NIGHT,,KITCHENER,7.49396341891898
718,224,2012/03/28 14:13:47+00,2019/11/27 08:43:01+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,STOP LINE,,MARGARET AVE AT GUELPH ST,2016,NIGHT,,KITCHENER,4.45830623945886
719,225,2012/03/28 14:20:30+00,2019/11/27 08:43:01+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,CROSSWALK LINE,,MARGARET AVE AT WELLINGTON ST N,2016,NIGHT,,KITCHENER,21.972208905686
720,226,2012/03/28 14:21:29+00,2019/11/27 08:43:13+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,CROSSWALK LINE,,WELLINGTON ST N AT MARGARET AVE,2016,NIGHT,,KITCHENER,17.8818272545637
721,227,2012/03/28 14:22:24+00,2019/11/27 08:43:16+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,CROSSWALK LINE,,MARGARET AVE AT WELLINGTON ST N,2016,NIGHT,,KITCHENER,22.6125786864634
722,228,2012/03/28 14:23:26+00,2019/11/27 08:43:24+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,CROSSWALK LINE,,WELLINGTON ST N AT MARGARET AVE,2016,NIGHT,,KITCHENER,16.4180285627747
723,229,2012/03/28 14:24:13+00,2019/11/27 08:43:16+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,STOP LINE,,WELLINGTON ST N AT MARGARET AVE,2016,NIGHT,,KITCHENER,7.28988758310681
724,230,2012/03/28 14:25:07+00,2019/11/27 08:43:01+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,STOP LINE,,MARGARET ST AT WELLINGTON ST N,2016,NIGHT,,KITCHENER,12.2478775789138
725,231,2012/03/28 14:30:39+00,2019/11/27 08:43:04+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,STOP LINE,,WELLINGTON ST N AT MARGARET AVE,2016,NIGHT,,KITCHENER,4.22999360535011
726,232,2012/03/28 14:31:28+00,2019/11/27 08:43:27+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,STOP LINE,,MARGARET AVE AT WELLINGTON ST N,2016,NIGHT,,KITCHENER,11.6511639282313
727,233,2012/03/28 14:33:31+00,2019/11/27 08:43:07+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,ADVANCE CROSSING MARKING,,WELLINGTON ST N AT AHRENS ST W,2016,NIGHT,,KITCHENER,17.1094166173877
728,234,2012/03/28 14:34:48+00,2019/11/27 08:43:04+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2016,2016/05/10 00:00:00+00,RR TRACK STOP LINE,,WELLINGTON ST N AT AHRENS TO WEBER ST,2016,NIGHT,6676,KITCHENER,7.5113809196484
729,235,2012/03/28 14:35:44+00,2019/11/27 08:43:01+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2016,2016/05/10 00:00:00+00,RR TRACK STOP LINE,,WELLINGTON ST N AT AHRENS TO WEBER ST,2016,NIGHT,6676,KITCHENER,5.0701517092189
730,236,2012/03/28 14:37:38+00,2019/11/27 08:43:01+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,ADVANCE CROSSING MARKING,,WELLINGTON ST AT WEBER ST W,2016,NIGHT,,KITCHENER,19.904462507614
731,237,2012/03/28 14:42:28+00,2019/11/27 08:43:18+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,ADVANCE CROSSING MARKING,,GUELPH ST AT WEBER ST W,2012,NIGHT,,KITCHENER,16.2956321877334
732,238,2012/03/28 14:49:21+00,2019/11/26 15:56:46+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2016,2016/05/10 00:00:00+00,CROSSWALK LINE,,GUELPH ST AT WEBER ST W,2015,NIGHT,11179,REGION,28.9289967009586
734,240,2012/03/28 14:50:54+00,2019/11/26 15:56:46+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2016,2016/05/10 00:00:00+00,CROSSWALK LINE,,GUELPH ST AT WEBER ST W,2015,NIGHT,11198,REGION,26.2990664736295
736,242,2012/03/28 14:52:28+00,2019/11/26 15:56:46+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2016,2016/05/10 00:00:00+00,STOP LINE,,GUELPH ST AT WEBER ST W,2015,NIGHT,11179,REGION,4.74838659905264
738,244,2012/03/28 14:54:35+00,2019/11/26 15:56:46+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2016,2016/05/10 00:00:00+00,STOP LINE,,GUELPH ST AT WEBER ST W,2015,NIGHT,11198,REGION,4.82318525271735
740,246,2012/03/28 14:56:15+00,2019/11/27 08:43:04+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,RR TRACK STOP LINE,,GUELPH ST BETWEEN WEBER ST W AND WATERLO OST AT RAILWAY CROSS,2012,NIGHT,,KITCHENER,4.5199826417335
741,247,2012/03/28 14:57:44+00,2019/11/27 08:43:13+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,RR TRACK STOP LINE,,GUELPH ST AT CROSS BETWEN WEBER ST W AND WATERLOO ST,2012,NIGHT,,KITCHENER,5.69986728237367
742,248,2012/03/28 14:58:51+00,2019/11/27 08:43:01+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2016,2016/05/10 00:00:00+00,ADVANCE CROSSING MARKING,,GUELPH ST AT CROSS TO WATERLOO ST,2012,NIGHT,11198,KITCHENER,16.7614849711662
743,249,2012/03/28 14:59:43+00,2019/11/27 08:43:13+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2016,2016/05/10 00:00:00+00,STOP LINE,,GUELPH ST AT WATERLOO ST,2012,NIGHT,11198,KITCHENER,5.95754486875264
744,250,2012/03/28 15:00:21+00,2019/11/27 08:43:13+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,STOP LINE,,GUELPH ST AT WATERLOO ST,2012,NIGHT,,KITCHENER,4.99908129762787
750,204,2012/03/28 11:58:43+00,2019/11/27 08:43:16+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,RR TRACK STOP LINE,,WATERLOO ST AT VICTORIA ST TRACKS,2012,NIGHT,,KITCHENER,6.41161114842545
751,253,2012/03/28 15:05:55+00,2019/11/27 08:43:24+00,ACTIVE,2012/03/28 15:05:55+00,ORTHO 2010,2012/03/28 00:00:00+00,ADVANCE CROSSING MARKING,,WATERLOO ST AT VICTORIA ST TRACKS,2012,NIGHT,,KITCHENER,13.6711971621003
755,254,2012/03/28 15:16:27+00,2019/11/27 08:43:07+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,CROSSWALK LINE,,MARGARET AVE AT QUEEN ST N,2016,NIGHT,,KITCHENER,25.6359807083012
757,256,2012/03/28 15:17:57+00,2019/11/27 08:43:04+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,CROSSWALK LINE,,MARGARET AVE AT QUEEN ST N,2016,NIGHT,,KITCHENER,24.808689576631
758,257,2012/03/28 15:18:46+00,2019/11/27 08:43:07+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,CROSSWALK LINE,,MARGARET AVE AT QUEEN ST N,2016,NIGHT,,KITCHENER,34.3073374483758
759,258,2012/03/28 15:19:22+00,2019/11/27 08:43:04+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,STOP LINE,,MARGARET AVE AT QUEEN ST N,2016,NIGHT,,KITCHENER,6.56980613853709
760,259,2012/03/28 15:20:11+00,2019/11/27 08:43:24+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,STOP LINE,,MARGARET AVE AT QUEEN ST N,2016,NIGHT,,KITCHENER,5.47090736985715
761,260,2012/03/28 15:21:07+00,2019/11/27 08:43:16+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,STOP LINE,,MARGARET AVE AT QUEEN ST N,2016,NIGHT,,KITCHENER,4.14128533524597
763,262,2012/03/28 15:27:19+00,2019/11/27 08:43:07+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,ADVANCE CROSSING MARKING,,DUKE ST W AT BREITHAUPT ST CROSS RAILWAY,2012,NIGHT,,KITCHENER,18.528595293592
766,265,2012/03/28 15:36:14+00,2019/11/27 08:43:18+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,ADVANCE CROSSING MARKING,,DUKE ST W AT RAILWAY CROSS TO VICTORIA ST N,2012,NIGHT,,KITCHENER,17.0013826914351
768,267,2012/03/28 15:39:24+00,2019/11/27 08:43:27+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,STOP LINE,,WELLINGTON ST N AT ST LEGER ST,2012,NIGHT,,KITCHENER,6.14325411133576
769,268,2012/03/28 15:40:07+00,2019/11/27 08:43:07+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,STOP LINE,,WELLINGTON ST N AT ST LEGER ST,2016,NIGHT,,KITCHENER,5.73850960065665
770,269,2012/03/28 15:40:55+00,2019/11/27 08:43:24+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,STOP LINE,,WELLINGTON ST N AT ST LEGER ST,2016,NIGHT,,KITCHENER,6.14427776543407
771,270,2012/03/28 15:41:43+00,2019/11/27 08:43:16+00,ACTIVE,2014/07/16 11:52:09+00,ORTHO 2010,2012/03/28 00:00:00+00,STOP LINE,,WELLINGTON ST N AT ST LEGER ST,2012,NIGHT,,KITCHENER,6.24341026052445
774,273,2012/03/28 15:50:07+00,2019/11/27 08:43:07+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,RR TRACK STOP LINE,,WILHELM ST AT WEBER ST W,2012,NIGHT,,KITCHENER,4.36972977751018
775,274,2012/03/28 15:50:53+00,2019/11/27 08:43:24+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,RR TRACK STOP LINE,,WILHELM ST AT WEBER ST W,2012,NIGHT,,KITCHENER,4.67408052141312
776,275,2012/03/28 15:51:46+00,2019/11/27 08:43:04+00,ACTIVE,2012/03/28 00:00:00+00,ORTHO 2010,2012/03/28 00:00:00+00,ADVANCE CROSSING MARKING,,WILHELM ST AT RAILWAY CROSS TO WEBER ST W,2012,NIGHT,,KITCHENER,13.6001057844945
777,276,2012/03/29 08:08:36+00,2019/11/27 08:43:13+00,ACTIVE,2012/03/29 00:00:00+00,ORTHO 2010,2012/03/29 00:00:00+00,ADVANCE CROSSING MARKING,,ST LEGER ST AT RAILWAY CROSS VICTORIA TO BREITHAUPT ST,2012,NIGHT,,KITCHENER,18.8448297679168
780,279,2012/03/29 08:14:42+00,2019/11/27 08:43:27+00,ACTIVE,2012/03/29 00:00:00+00,ORTHO 2010,2012/03/29 00:00:00+00,ADVANCE CROSSING MARKING,,ST LEGER ST AT RAILWAY CROSS VICTORIA TO BREITHAUPT ST,2012,NIGHT,,KITCHENER,17.2971845424276
781,280,2012/03/29 08:19:03+00,2019/11/27 08:43:07+00,ACTIVE,2012/03/29 00:00:00+00,ORTHO 2010,2012/03/29 00:00:00+00,SCHOOL CROSSWALK LINE,,LANCASTER ST E AT SUDDABY PUBLIC SCHOOL,2016,NIGHT,,KITCHENER,9.41224936670155
783,282,2012/03/29 08:31:46+00,2019/11/27 08:43:16+00,ACTIVE,2012/03/29 00:00:00+00,ORTHO 2010,2012/03/29 00:00:00+00,STOP LINE,,LANCASTER ST E AT CHAPEL ST,2012,NIGHT,,KITCHENER,4.71292488296691
784,283,2012/03/29 08:33:41+00,2019/11/26 19:54:55+00,ACTIVE,2012/03/29 00:00:00+00,ORTHO 2010,2012/03/29 00:00:00+00,CROSSWALK LINE,,QUEEN ST N AT LANCASTER ST E,2016,NIGHT,,KITCHENER,52.5576933973649
961,284,2012/03/29 08:36:22+00,2019/11/26 19:54:55+00,ACTIVE,2012/03/29 00:00:00+00,ORTHO 2010,2012/03/29 00:00:00+00,STOP LINE,,QUEEN ST N AT LANCASTER ST E,2016,NIGHT,,KITCHENER,8.33769162355205
962,285,2012/03/29 08:38:37+00,2019/11/27 08:43:07+00,ACTIVE,2012/03/29 00:00:00+00,ORTHO 2010,2012/03/29 00:00:00+00,CROSSWALK LINE,,JOSEPH ST AT QUEEN ST S,2016,NIGHT,,KITCHENER,12.8078134820665
963,286,2012/03/29 08:51:55+00,2019/11/27 08:43:01+00,ACTIVE,2012/03/29 00:00:00+00,ORTHO 2010,2012/03/29 00:00:00+00,CROSSWALK LINE,,JOSEPH ST AT QUEEN ST S,2016,NIGHT,,KITCHENER,25.4390748193708
964,287,2012/03/29 08:52:48+00,2019/11/27 08:43:01+00,ACTIVE,2012/03/29 00:00:00+00,ORTHO 2010,2012/03/29 00:00:00+00,CROSSWALK LINE,,QUEEN ST S AT JOSEPH ST,2016,NIGHT,,KITCHENER,18.4809495207109
965,288,2012/03/29 08:54:27+00,2019/11/27 08:43:04+00,ACTIVE,2012/03/29 00:00:00+00,ORTHO 2010,2012/03/29 00:00:00+00,STOP LINE,,JOSEPH ST AT QUEEN ST S,2016,NIGHT,,KITCHENER,6.28231723116801
966,289,2012/03/29 08:55:12+00,2019/11/27 08:43:04+00,ACTIVE,2012/03/29 00:00:00+00,ORTHO 2010,2012/03/29 00:00:00+00,STOP LINE,,JOSEPH ST AT QUEEN ST S,2016,NIGHT,,KITCHENER,5.62608154640657
967,290,2012/03/29 08:55:58+00,2019/11/27 08:43:01+00,ACTIVE,2012/03/29 00:00:00+00,ORTHO 2010,2012/03/29 00:00:00+00,STOP LINE,,JOSEPH ST AT QUEEN ST S,2016,NIGHT,,KITCHENER,5.95764248829309
968,291,2012/03/29 08:56:39+00,2019/11/27 08:43:04+00,ACTIVE,2012/03/29 00:00:00+00,ORTHO 2010,2012/03/29 00:00:00+00,STOP LINE,,JOSEPH ST AT QUEEN ST S,2016,NIGHT,,KITCHENER,5.75192338123319
969,292,2012/03/29 08:58:39+00,2019/11/27 08:43:24+00,ACTIVE,2012/03/29 00:00:00+00,ORTHO 2010,2012/03/29 00:00:00+00,STOP LINE,,JOSEPH ST AT QUEEN ST S,2016,NIGHT,,KITCHENER,5.21967865252939
970,293,2012/03/29 09:00:56+00,2019/11/27 08:43:13+00,ACTIVE,2012/03/29 00:00:00+00,ORTHO 2009,2012/03/29 00:00:00+00,CROSSWALK LINE,,JOSEPH ST AT DAVID ST,2012,NIGHT,,KITCHENER,13.5084800833876
971,294,2012/03/29 09:01:49+00,2019/11/27 08:43:24+00,ACTIVE,2012/03/29 00:00:00+00,ORTHO 2010,2012/03/29 00:00:00+00,STOP LINE,,JOSEPH ST AT DAVID ST ,2012,NIGHT,,KITCHENER,5.30070977074082
972,295,2012/03/29 09:02:50+00,2019/11/27 08:43:16+00,ACTIVE,2012/03/29 00:00:00+00,ORTHO 2010,2012/03/29 00:00:00+00,CROSSWALK LINE,,JOSEPH ST AT GAUKEL ST,2016,NIGHT,,KITCHENER,27.5922072697254
973,296,2012/03/29 09:03:31+00,2019/11/27 08:43:18+00,ACTIVE,2012/03/29 00:00:00+00,ORTHO 2010,2012/03/29 00:00:00+00,CROSSWALK LINE,,JOSEPH ST AT GAUKEL ST,2016,NIGHT,,KITCHENER,47.8431976392422
975,298,2012/03/29 09:04:54+00,2019/11/27 08:43:18+00,ACTIVE,2012/03/29 00:00:00+00,ORTHO 2010,2012/03/29 00:00:00+00,STOP LINE,,JOSEPH ST AT GAUKEL ST,2016,NIGHT,,KITCHENER,5.92570614172365
976,299,2012/03/29 09:05:39+00,2019/11/27 08:43:04+00,ACTIVE,2012/03/29 00:00:00+00,ORTHO 2010,2012/03/29 00:00:00+00,STOP LINE,,JOSEPH ST AT GAUKEL ST,2016,NIGHT,,KITCHENER,6.6109638085974
977,300,2012/03/29 09:06:17+00,2019/11/27 08:43:16+00,ACTIVE,2012/03/29 00:00:00+00,ORTHO 2010,2012/03/29 00:00:00+00,STOP LINE,,JOSEPH ST AT GAUKEL ST,2016,NIGHT,,KITCHENER,7.44490331717
979,302,2012/03/29 09:11:58+00,2019/11/27 08:43:01+00,ACTIVE,2014/07/16 11:56:51+00,ORTHO 2010,2012/03/29 00:00:00+00,CROSSWALK LINE,,JOSEPH ST AT WATER ST S,2016,NIGHT,,KITCHENER,30.0992952960401
982,305,2012/03/29 09:14:22+00,2019/11/27 08:43:01+00,ACTIVE,2012/03/29 00:00:00+00,ORTHO 2010,2012/03/29 00:00:00+00,STOP LINE,,JOSEPH ST AT WATER ST S,2016,NIGHT,,KITCHENER,6.6398205277485
983,306,2012/03/29 09:14:59+00,2019/11/27 08:43:07+00,ACTIVE,2012/03/29 00:00:00+00,ORTHO 2010,2012/03/29 00:00:00+00,STOP LINE,,JOSEPH ST AT WATER ST S,2016,NIGHT,,KITCHENER,6.82144791519525
984,307,2012/03/29 09:15:41+00,2019/11/27 08:43:24+00,ACTIVE,2012/03/29 00:00:00+00,ORTHO 2010,2012/03/29 00:00:00+00,STOP LINE,,JOSEPH ST AT WATER ST S,2016,NIGHT,,KITCHENER,6.15644347316426
985,308,2012/03/29 09:16:20+00,2019/11/27 08:43:04+00,ACTIVE,2012/03/29 00:00:00+00,ORTHO 2010,2012/03/29 00:00:00+00,STOP LINE,,JOSEPH ST AT WATER ST S,2016,NIGHT,,KITCHENER,6.2857724308315
990,313,2012/03/29 09:23:10+00,2019/11/27 08:43:13+00,ACTIVE,2012/03/29 00:00:00+00,ORTHO 2010,2012/03/29 00:00:00+00,STOP LINE,,MOORE AVE AT WELLINGTON ST N,2016,NIGHT,,KITCHENER,5.92854998412171
991,314,2012/03/29 09:23:49+00,2019/11/27 08:43:13+00,ACTIVE,2014/07/16 11:52:09+00,ORTHO 2010,2012/03/29 00:00:00+00,STOP LINE,,WELLINGTON ST N AT MOORE AVE,2016,NIGHT,,KITCHENER,6.95725968432807
