,STREET,LANES,CATEGORY,SUBCATEGORY,PAVEMENT_WIDTH,ROW_WIDTH,SHOULDER,FLOW_DIRECTION,SURFACE_LAYER_TYPE,OFFICIAL_ROAD_CLASSIFICATION,SPEED_LIMIT_KM,TRUCK_ACCESS,BUS_ROUTE,SERVICE_YEAR,Shape__Length
184,VICTORIA ST N,5,ROAD,MAJOR,13.0,20.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,179.75129178988098
185,EVENSTONE CRT,2,ROAD,LOCAL,9.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,287.33708810088405
186,GARDEN PATH PL,2,ROAD,LOCAL,9.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,104.96346658395399
187,HURON RD,1,ROUNDABOUT,MAJOR,10.0,28.0,PAVED,ToFrom,PAVED,6,50,NO ACCESS,N,,32.6306056747618
188,WESTHEIGHTS DR,4,ROAD,MINOR,15.0,26.0,PAVED,TwoWay,PAVED,3,50,NO ACCESS,Y,1975.0,132.884415274823
189,DEVONGLEN DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1974.0,89.1720499341261
190,GATEWAY PARK DR,2,ROAD,MINOR,11.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,426.957964359085
191,CAMERON ST N,2,ROAD,LOCAL,7.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1981.0,100.70511032898399
192,CAMERON ST N,2,ROAD,LOCAL,7.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1989.0,95.10045688612841
193,TROY ST,2,ROAD,LOCAL,7.0,15.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1997.0,104.07679542684
194,SAMUEL ST,2,ROAD,LOCAL,7.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1920.0,100.77443807829799
195,SAMUEL ST,2,ROAD,LOCAL,7.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1907.0,77.1758453013329
196,PANDORA AVE N,2,ROAD,LOCAL,6.0,15.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,140.29440019440702
197,BORDEN AVE N,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,4,50,NO ACCESS,N,1913.0,10.3571301051279
198,BIEHN DR,2,ROAD,LOCAL,10.0,26.0,PAVED,TwoWay,PAVED,3,50,NO ACCESS,Y,1987.0,76.54999185212421
199,HIDEAWAY CRT,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,49.133918177509
200,BRIDLEWREATH CRT,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2000.0,30.4774602347007
201,BRIARFIELD CRT,2,ROAD,LOCAL,9.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1994.0,62.11263520202379
202,EXECUTIVE PL,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1987.0,300.22255720328
203,BIANCA CRT,2,ROAD,LOCAL,9.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2003.0,112.990847096002
204,OLD COUNTRY DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,4,50,NO ACCESS,N,1972.0,17.7487753387157
205,WILDERNESS DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1997.0,135.181502560383
206,IRA NEEDLES BLVD,2,ROUNDABOUT,MAJOR,10.0,26.0,PAVED,FromTo,PAVED,0,50,24HR,N,0.0,31.6790084646838
207,IRA NEEDLES BLVD,2,ROUNDABOUT,MAJOR,10.0,26.0,PAVED,FromTo,PAVED,6,50,24HR,N,,58.512979289059
208,MAX BECKER DR,2,ROAD,MINOR,10.0,28.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,,53.4198694846299
209,TUPPER CRT,1,BULB,LOCAL,9.0,43.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1966.0,83.32820286615791
210,WATER ST N,2,ROAD,LOCAL,14.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2006.0,81.3258279287326
211,KING ST BYPASS(HWY 8) KIT BND,2,HIGHWAY,HIGHWAY,8.0,153.0,PAVED,FromTo,PAVED,0,80,24HR,N,,381.05795329641
212,COURTLAND AVE E,5,ROAD,MAJOR,20.0,24.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,118.477117740166
213,OTTAWA ST S,4,ROAD,MAJOR,14.0,26.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,188.681426250602
214,CHESTNUT ST,2,ROAD,LOCAL,7.0,15.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,75.2470435082139
215,IDLE CREEK DR,2,ROAD,MINOR,9.0,20.0,PAVED,TwoWay,PAVED,4,50,NO ACCESS,N,1994.0,77.7180299610331
216,AMHERST DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1870.0,100.15078689306699
217,SASAGA DR,2,ROAD,LOCAL,9.0,26.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,192.68761708288002
218,OTONABEE DR,3,ROAD,LOCAL,14.0,26.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2005.0,660.93404406455
219,LORRAINE AVE,4,ROAD,MINOR,14.0,26.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,121.861126151874
220,UPPER CANADA DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2004.0,248.145325429541
221,GOODRICH DR,2,ROAD,LOCAL,9.0,30.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,272.99717361939497
222,HIDDEN VALLEY RD,2,ROAD,LOCAL,9.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2003.0,110.926227323557
223,MACVILLE AVE,2,ROAD,LOCAL,5.0,6.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1938.0,259.427276760815
224,BRIAR KNOLL DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1974.0,243.98446399259498
225,SNOWDROP CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2003.0,72.53740377389171
226,BIG SPRINGS CRT,1,BULB,LOCAL,7.5,16.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,2005.0,75.30222925252059
227,ROCHEFORT ST,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2005.0,79.28595344899591
228,MAITLAND ST,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2005.0,79.3077887947901
229,WOODBINE AVE,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,2005.0,46.7770229595542
230,MAITLAND ST,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2005.0,79.2859708141883
231,WOODBINE AVE,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,2007.0,106.22001063865
232,SIENNA CRES,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2005.0,81.2862198657387
233,VICTORIA ST N,5,ROAD,MAJOR,19.0,40.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,504.235267444397
234,ROLLING MEADOWS DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,2006.0,43.8549457532818
235,MUSKOKA CRT,1,BULB,LOCAL,8.0,43.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1976.0,81.9618467759877
236,BREMBEL CRT,1,BULB,LOCAL,10.0,18.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1988.0,71.6856066795755
237,MCGIBBON CRT,1,BULB,LOCAL,8.0,40.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,,72.2587445802004
238,WESTMOUNT RD W,4,ROAD,MAJOR,16.0,26.0,PAVED,TwoWay,PAVED,6,50,7-7 MON-FRI,N,,333.883376566901
239,GREENFIELD AVE,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,425.24549586422995
240,WATERBRIDGE CRT,2,ROAD,LOCAL,8.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1989.0,48.0981005415682
241,EIGHTH AVE,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1914.0,411.62663665023496
242,SOUTHWOOD DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1976.0,313.347088845919
243,ERINBROOK DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,4,50,NO ACCESS,N,1977.0,153.643104577395
244,RITTENHOUSE RD,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,3,50,NO ACCESS,N,1977.0,162.167646481624
245,WAKE ROBIN CRES,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1998.0,319.700173852192
246,RIVERBEND DR,2,ROAD,MAJOR,9.0,17.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,1291.6953478202001
247,MACINTOSH PL,1,BULB,LOCAL,8.0,40.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1987.0,73.5270223764668
248,OTTAWA ST S,5,ROAD,MAJOR,15.0,27.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,276.007315546433
249,RISTAU CRES,2,ROAD,LOCAL,9.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1986.0,108.502176494736
250,WILLIAMSBURG RD,2,ROAD,MINOR,11.0,30.0,PAVED,TwoWay,PAVED,4,40,NO ACCESS,Y,1982.0,83.44051572205271
251,ERINBROOK DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,4,50,NO ACCESS,N,1977.0,69.9463105820263
252,SYCAMORE PL,1,BULB,LOCAL,7.0,43.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1956.0,105.41292301583599
253,DRIFTWOOD PL,1,BULB,LOCAL,8.0,62.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1978.0,113.140755205858
254,WESTHEIGHTS DR,4,ROAD,MINOR,15.0,26.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,122.88299236077101
255,ANVIL ST,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1980.0,121.40178212920401
256,BROOKSIDE CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1971.0,123.243432754811
257,OTTERBEIN RD,2,ROAD,LOCAL,9.0,20.0,GRAVEL,TwoWay,PAVED,6,50,NO ACCESS,N,,697.198087294676
258,OVERLEA DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1966.0,234.309415516787
259,PADDOCK CRT,1,BULB,LOCAL,9.0,40.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1992.0,83.705419764219
260,CARLYLE DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1976.0,168.315645853376
261,RUTHERFORD DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1952.0,313.529315166741
262,OLD CHICOPEE DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,3,50,NO ACCESS,N,1986.0,173.877909373337
263,NOTCHWOOD CRT,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1985.0,84.037046615968
264,KENORA DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,2000.0,98.11916826635799
265,KENORA DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,2000.0,128.823852604748
266,STAFFORD LANE,2,ROAD,LOCAL,8.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1975.0,232.75498686860598
267,MIDLAND DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,341.562436827952
268,NORTHBROOK PL,1,BULB,LOCAL,8.0,20.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,,86.0878303296431
269,MORGAN AVE,2,ROAD,MINOR,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,137.953877800487
270,MORGAN AVE,2,ROAD,MINOR,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,81.03128744242291
271,DOONBROOK PL,2,ROAD,LOCAL,11.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1960.0,210.189160408783
272,HEATHER AVE,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1952.0,98.7511184750902
273,WRENWOOD PL,1,BULB,LOCAL,8.0,40.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1997.0,77.30326337726041
274,COUNTRYSTONE DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,76.2760701824793
275,HIDDEN VALLEY CRES,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1992.0,794.2728940151599
276,LANCASTER ST W,2,ROAD,MAJOR,10.0,23.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,69.3226737430608
277,UPPER MERCER ST,2,ROAD,LOCAL,6.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2006.0,227.002133198369
278,LANCASTER ST W,3,ROAD,MAJOR,10.0,20.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,171.80200688531002
279,LANCASTER ST W,2,ROAD,MAJOR,10.0,20.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,132.054872403341
280,IRA NEEDLES BLVD,2,ROUNDABOUT,MAJOR,10.0,26.0,PAVED,FromTo,PAVED,0,50,24HR,N,0.0,32.4765325591027
281,FAIRWAY RD N,5,ROAD,MAJOR,7.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,462.187064609393
282,COUNTRYSTONE PL,1,BULB,LOCAL,9.0,20.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,2006.0,87.46620649992072
283,SUTTON PL,1,BULB,LOCAL,9.0,43.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1984.0,73.4990864197901
284,OLD COUNTRY PL,1,BULB,LOCAL,8.0,40.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1986.0,72.7667547251876
285,WEICHEL ST,2,ROAD,LOCAL,8.5,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,434.74611316259904
286,BELMONT AVE W,4,ROAD,MINOR,25.0,26.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,94.7118029685173
287,EAST AVE,4,ROAD,MAJOR,12.0,24.0,PAVED,TwoWay,PAVED,3,50,NO ACCESS,Y,1981.0,113.23314257776
288,MELROSE AVE,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1952.0,128.676469488648
289,FIFE AVE,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1952.0,116.366612196884
290,VALEWOOD PL,2,ROAD,LOCAL,12.0,21.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1953.0,44.973830605378105
291,THE COUNTRY WAY,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,4,50,NO ACCESS,N,1976.0,64.8237495059557
292,RITTENHOUSE RD,4,ROAD,MINOR,15.0,26.0,PAVED,TwoWay,PAVED,3,50,NO ACCESS,N,1977.0,91.802903254615
293,MARKET ST,2,ROAD,LOCAL,7.0,12.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1856.0,56.316573112716796
294,HURON RD,2,ROAD,LOCAL,8.0,16.0,PAVED,TwoWay,PAVED,4,50,24HR,N,1951.0,488.29249786735494
295,FARRIER DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1974.0,235.916392502426
296,WESTHEIGHTS DR,4,ROAD,MINOR,14.0,26.0,PAVED,TwoWay,PAVED,3,50,NO ACCESS,Y,1975.0,90.40142369531479
297,DRIFTWOOD DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,40.7640217090988
298,DRIFTWOOD DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,63.5879670558992
299,SUGAR MAPLE ST,2,ROAD,LOCAL,8.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1979.0,115.126907599423
300,SPADINA RD E,2,ROAD,LOCAL,9.0,19.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2006.0,26.395761501392897
301,EPHRAIM ST,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,172.81150100801602
302,ROSEMOUNT DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1953.0,37.3225401461293
303,FREDERICK ST,3,ROAD,MAJOR,13.0,28.0,PAVED,TwoWay,PAVED,2,50,MON-SUN,Y,1939.0,179.85987344092098
304,BANKSIDE DR,2,ROAD,MINOR,8.0,20.0,PAVED,TwoWay,PAVED,4,50,NO ACCESS,Y,2003.0,98.9998315744922
305,,2,ROAD,LANE,10.0,3.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1915.0,82.5178750371478
306,,2,ROAD,LANE,10.0,3.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,58.9086022207417
307,BRIDGEPORT RD,2,ROAD,MAJOR,11.0,26.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,197.90326254979
308,HAMEL AVE,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1947.0,240.660508890547
309,DRIFTWOOD DR,2,ROAD,MINOR,9.0,20.0,PAVED,TwoWay,PAVED,4,40,NO ACCESS,Y,2001.0,48.884457947598804
310,KINGSWOOD DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,4,40,NO ACCESS,Y,1973.0,112.28152534968201
311,SELKIRK DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1971.0,75.39233799351159
312,SUSAN CRES,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1994.0,234.688107023719
313,RITTENHOUSE RD,4,ROAD,MINOR,15.0,26.0,PAVED,TwoWay,PAVED,3,50,NO ACCESS,N,1977.0,87.9908519903967
314,TUERR DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1976.0,90.37662639223021
315,OLD ZELLER DR,2,ROAD,MINOR,8.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,196.27055687793
316,BLEAMS RD,2,ROAD,MAJOR,7.0,30.0,GRAVEL,TwoWay,PAVED,0,70,24HR,N,0.0,853.786135507677
317,THORNCLIFFE ST,2,ROAD,LOCAL,8.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1979.0,242.368030008513
318,HEIMAN ST,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1915.0,93.2057398846325
319,LORNE CRES,2,ROAD,LOCAL,7.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1947.0,95.76524711246509
320,BORDEN PKY,2,ROAD,LOCAL,10.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1965.0,94.8001623300143
321,AVALON PL,2,ROAD,LOCAL,12.0,27.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1975.0,89.5884474019462
322,CHANDLER DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,109.72013634900101
323,HIGHLAND RD W,3,ROAD,MAJOR,11.0,23.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,40.6033006297048
324,HIGHLAND RD W,3,ROAD,MAJOR,11.0,19.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,163.27894160246402
325,BRADLEY DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1965.0,143.394952086176
326,WINDING WAY,2,ROAD,LOCAL,8.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1975.0,395.97734142720003
327,CARTIER DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1968.0,85.4197233512112
328,AUTUMN HILL CRES,2,ROAD,LOCAL,8.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,133.98290786176
329,GREENOCK DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1974.0,83.46141154999171
330,ASHLEY CRT,2,ROAD,LOCAL,9.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1985.0,148.090304332237
331,C_PKY STR OFFRAMP,1,RAMP,HIGHWAY,15.0,58.0,PAVED,FromTo,PAVED,6,50,24HR,N,,412.586249413132
332,BRIAR KNOLL PL,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1974.0,111.752408248482
333,UNION ST,2,ROAD,MINOR,11.0,20.0,PAVED,TwoWay,PAVED,4,50,NO ACCESS,Y,1931.0,8.983400000259278
334,CONESTOGA PKY(HWY 85) STRA BND HWY,2,HIGHWAY,HIGHWAY,8.0,118.0,PAVED,FromTo,PAVED,6,50,24HR,N,,268.705271316329
335,KING ST BYPASS ONRAMP,1,RAMP,HIGHWAY,13.0,207.0,PAVED,FromTo,PAVED,0,50,24HR,Y,,418.518696265959
336,STRATHCONA CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1965.0,98.00706960256149
337,WINDRUSH TRAIL,2,ROAD,MINOR,12.0,20.0,PAVED,TwoWay,PAVED,4,50,NO ACCESS,N,1989.0,170.661672170982
338,TU LANE ST,2,ROAD,LOCAL,13.0,23.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1992.0,210.142773063736
339,,2,ROAD,LANE,4.0,3.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,181.953316870393
340,,2,ROAD,LANE,4.0,4.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,97.6162015969921
341,KEEWATIN PL,1,BULB,LOCAL,8.0,40.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1995.0,72.7011954961453
342,ACTIVA AVE,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,2003.0,252.387136693324
343,KRUG ST,2,ROAD,MAJOR,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,95.6040782469475
344,RUSHBROOK DR,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1987.0,428.120616730031
345,GOUNDRY CRES,2,ROAD,LOCAL,8.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1985.0,220.44138513097
346,RITTENHOUSE RD,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,3,50,NO ACCESS,N,1993.0,146.588656212832
347,LINTON PL,1,BULB,LOCAL,9.0,43.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1960.0,83.7365423851934
348,BRADLEY PL,1,BULB,LOCAL,9.0,20.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1965.0,97.57549699255159
349,EVELYN CRES,1,BULB,LOCAL,16.0,43.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1964.0,82.3411067543548
350,C_PKY STR ONRAMP,1,RAMP,HIGHWAY,11.0,286.0,PAVED,FromTo,PAVED,0,50,24HR,N,,777.710046715138
351,SPORTSWORLD CROSSING RD,2,ROAD,LOCAL,14.0,12.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,,523.8232814901551
352,GEORGIAN ST,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1976.0,85.6251963306333
353,FISCHER CRT,1,BULB,LOCAL,7.0,16.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,2004.0,75.3025617340155
354,UNION ST,3,ROAD,MINOR,12.0,23.0,PAVED,TwoWay,PAVED,4,50,NO ACCESS,Y,2002.0,141.676718265196
355,FORFAR AVE,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2005.0,357.30810246545195
356,MANCHESTER RD,2,ROAD,MINOR,9.0,20.0,PAVED,TwoWay,PAVED,4,40,NO ACCESS,N,1914.0,792.40818451948
357,MORGAN AVE,2,ROAD,MINOR,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,99.21065438016458
358,CHARTWELL CRT,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1986.0,256.816429025454
359,FOXGLOVE CRES,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2005.0,67.00936860371779
360,MILFOIL CRES,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1992.0,277.79352323958403
361,ELIZA AVE,2,ROAD,LOCAL,18.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,203.837016294549
362,TECUMSEH CRES,1,BULB,LOCAL,9.0,37.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1965.0,72.268643467204
363,EIGHTH AVE,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1914.0,271.549606097581
364,ST JEROME AVE,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1926.0,153.61406455015
365,FALLVIEW CRT,1,BULB,LOCAL,8.0,16.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,2005.0,108.322789110463
366,CHAMPLAIN CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1966.0,70.96652161450359
367,WINDING WOOD CRES,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2000.0,168.09403590035
368,CREST HAVEN ST,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2000.0,115.389793251569
369,SNOWDROP CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2003.0,67.5433780368901
